,index,Year,Month,Day,Hour,Consumption
0,0,2020,1,1,1,15417
1,315,2020,1,1,2,14891
2,630,2020,1,1,3,14506
3,945,2020,1,1,4,14226
4,1260,2020,1,1,5,14211
5,1575,2020,1,1,6,14404
6,1890,2020,1,1,7,14789
7,2205,2020,1,1,8,15135
8,2520,2020,1,1,9,15476
9,2835,2020,1,1,10,15945
10,3150,2020,1,1,11,16280
11,3465,2020,1,1,12,16675
12,3780,2020,1,1,13,17147
13,4095,2020,1,1,14,17331
14,4410,2020,1,1,15,17429
15,4725,2020,1,1,16,17569
16,5040,2020,1,1,17,18263
17,5355,2020,1,1,18,19149
18,5670,2020,1,1,19,19052
19,5985,2020,1,1,20,18766
20,6300,2020,1,1,21,18344
21,6615,2020,1,1,22,17726
22,6930,2020,1,1,23,16786
23,7245,2020,1,1,24,15799
24,1,2020,1,2,1,15082
25,316,2020,1,2,2,14666
26,631,2020,1,2,3,14481
27,946,2020,1,2,4,14400
28,1261,2020,1,2,5,14661
29,1576,2020,1,2,6,15458
30,1891,2020,1,2,7,16907
31,2206,2020,1,2,8,18067
32,2521,2020,1,2,9,18467
33,2836,2020,1,2,10,18503
34,3151,2020,1,2,11,18299
35,3466,2020,1,2,12,18023
36,3781,2020,1,2,13,17835
37,4096,2020,1,2,14,18061
38,4411,2020,1,2,15,18219
39,4726,2020,1,2,16,18421
40,5041,2020,1,2,17,19099
41,5356,2020,1,2,18,19989
42,5671,2020,1,2,19,19837
43,5986,2020,1,2,20,19395
44,6301,2020,1,2,21,18766
45,6616,2020,1,2,22,17930
46,6931,2020,1,2,23,16783
47,7246,2020,1,2,24,15636
48,2,2020,1,3,1,14772
49,317,2020,1,3,2,14219
50,632,2020,1,3,3,13922
51,947,2020,1,3,4,13810
52,1262,2020,1,3,5,13997
53,1577,2020,1,3,6,14742
54,1892,2020,1,3,7,16154
55,2207,2020,1,3,8,17387
56,2522,2020,1,3,9,17981
57,2837,2020,1,3,10,18406
58,3152,2020,1,3,11,18701
59,3467,2020,1,3,12,18732
60,3782,2020,1,3,13,18654
61,4097,2020,1,3,14,18647
62,4412,2020,1,3,15,18594
63,4727,2020,1,3,16,18592
64,5042,2020,1,3,17,19072
65,5357,2020,1,3,18,19572
66,5672,2020,1,3,19,19247
67,5987,2020,1,3,20,18754
68,6302,2020,1,3,21,18224
69,6617,2020,1,3,22,17457
70,6932,2020,1,3,23,16458
71,7247,2020,1,3,24,15387
72,3,2020,1,4,1,14600
73,318,2020,1,4,2,14026
74,633,2020,1,4,3,13701
75,948,2020,1,4,4,13538
76,1263,2020,1,4,5,13563
77,1578,2020,1,4,6,13860
78,1893,2020,1,4,7,14432
79,2208,2020,1,4,8,15192
80,2523,2020,1,4,9,15930
81,2838,2020,1,4,10,16713
82,3153,2020,1,4,11,17238
83,3468,2020,1,4,12,17504
84,3783,2020,1,4,13,17514
85,4098,2020,1,4,14,17439
86,4413,2020,1,4,15,17306
87,4728,2020,1,4,16,17357
88,5043,2020,1,4,17,17894
89,5358,2020,1,4,18,18489
90,5673,2020,1,4,19,18396
91,5988,2020,1,4,20,18040
92,6303,2020,1,4,21,17735
93,6618,2020,1,4,22,17225
94,6933,2020,1,4,23,16491
95,7248,2020,1,4,24,15696
96,4,2020,1,5,1,14755
97,319,2020,1,5,2,14212
98,634,2020,1,5,3,14073
99,949,2020,1,5,4,13961
100,1264,2020,1,5,5,13992
101,1579,2020,1,5,6,14252
102,1894,2020,1,5,7,14712
103,2209,2020,1,5,8,15301
104,2524,2020,1,5,9,15958
105,2839,2020,1,5,10,16567
106,3154,2020,1,5,11,16811
107,3469,2020,1,5,12,16957
108,3784,2020,1,5,13,17078
109,4099,2020,1,5,14,17103
110,4414,2020,1,5,15,17226
111,4729,2020,1,5,16,17600
112,5044,2020,1,5,17,18444
113,5359,2020,1,5,18,19519
114,5674,2020,1,5,19,19436
115,5989,2020,1,5,20,19118
116,6304,2020,1,5,21,18669
117,6619,2020,1,5,22,17935
118,6934,2020,1,5,23,16924
119,7249,2020,1,5,24,15937
120,5,2020,1,6,1,15244
121,320,2020,1,6,2,14855
122,635,2020,1,6,3,14607
123,950,2020,1,6,4,14552
124,1265,2020,1,6,5,14841
125,1580,2020,1,6,6,15797
126,1895,2020,1,6,7,17456
127,2210,2020,1,6,8,18741
128,2525,2020,1,6,9,19182
129,2840,2020,1,6,10,19544
130,3155,2020,1,6,11,19602
131,3470,2020,1,6,12,19291
132,3785,2020,1,6,13,18943
133,4100,2020,1,6,14,18971
134,4415,2020,1,6,15,18851
135,4730,2020,1,6,16,19012
136,5045,2020,1,6,17,19667
137,5360,2020,1,6,18,20631
138,5675,2020,1,6,19,20527
139,5990,2020,1,6,20,20151
140,6305,2020,1,6,21,19532
141,6620,2020,1,6,22,18665
142,6935,2020,1,6,23,17440
143,7250,2020,1,6,24,16252
144,6,2020,1,7,1,15400
145,321,2020,1,7,2,14958
146,636,2020,1,7,3,14739
147,951,2020,1,7,4,14719
148,1266,2020,1,7,5,14979
149,1581,2020,1,7,6,15940
150,1896,2020,1,7,7,17625
151,2211,2020,1,7,8,18904
152,2526,2020,1,7,9,19197
153,2841,2020,1,7,10,19170
154,3156,2020,1,7,11,19076
155,3471,2020,1,7,12,19016
156,3786,2020,1,7,13,19014
157,4101,2020,1,7,14,19013
158,4416,2020,1,7,15,18949
159,4731,2020,1,7,16,19187
160,5046,2020,1,7,17,19898
161,5361,2020,1,7,18,20609
162,5676,2020,1,7,19,20501
163,5991,2020,1,7,20,20105
164,6306,2020,1,7,21,19513
165,6621,2020,1,7,22,18594
166,6936,2020,1,7,23,17382
167,7251,2020,1,7,24,16242
168,7,2020,1,8,1,15448
169,322,2020,1,8,2,15022
170,637,2020,1,8,3,14762
171,952,2020,1,8,4,14736
172,1267,2020,1,8,5,14998
173,1582,2020,1,8,6,15897
174,1897,2020,1,8,7,17562
175,2212,2020,1,8,8,18813
176,2527,2020,1,8,9,19110
177,2842,2020,1,8,10,19258
178,3157,2020,1,8,11,19200
179,3472,2020,1,8,12,19160
180,3787,2020,1,8,13,19133
181,4102,2020,1,8,14,19035
182,4417,2020,1,8,15,19165
183,4732,2020,1,8,16,19588
184,5047,2020,1,8,17,20380
185,5362,2020,1,8,18,21466
186,5677,2020,1,8,19,21502
187,5992,2020,1,8,20,21182
188,6307,2020,1,8,21,20599
189,6622,2020,1,8,22,19767
190,6937,2020,1,8,23,18534
191,7252,2020,1,8,24,17458
192,8,2020,1,9,1,16709
193,323,2020,1,9,2,16295
194,638,2020,1,9,3,16051
195,953,2020,1,9,4,16018
196,1268,2020,1,9,5,16302
197,1583,2020,1,9,6,17212
198,1898,2020,1,9,7,18966
199,2213,2020,1,9,8,20171
200,2528,2020,1,9,9,20345
201,2843,2020,1,9,10,20143
202,3158,2020,1,9,11,19899
203,3473,2020,1,9,12,19645
204,3788,2020,1,9,13,19518
205,4103,2020,1,9,14,19486
206,4418,2020,1,9,15,19605
207,4733,2020,1,9,16,19974
208,5048,2020,1,9,17,20755
209,5363,2020,1,9,18,21644
210,5678,2020,1,9,19,21581
211,5993,2020,1,9,20,21180
212,6308,2020,1,9,21,20549
213,6623,2020,1,9,22,19580
214,6938,2020,1,9,23,18357
215,7253,2020,1,9,24,17136
216,9,2020,1,10,1,16242
217,324,2020,1,10,2,15717
218,639,2020,1,10,3,15366
219,954,2020,1,10,4,15222
220,1269,2020,1,10,5,15401
221,1584,2020,1,10,6,16222
222,1899,2020,1,10,7,17752
223,2214,2020,1,10,8,18948
224,2529,2020,1,10,9,19246
225,2844,2020,1,10,10,19504
226,3159,2020,1,10,11,19651
227,3474,2020,1,10,12,19625
228,3789,2020,1,10,13,19329
229,4104,2020,1,10,14,18989
230,4419,2020,1,10,15,18807
231,4734,2020,1,10,16,18801
232,5049,2020,1,10,17,19239
233,5364,2020,1,10,18,19774
234,5679,2020,1,10,19,19433
235,5994,2020,1,10,20,18897
236,6309,2020,1,10,21,18287
237,6624,2020,1,10,22,17572
238,6939,2020,1,10,23,16594
239,7254,2020,1,10,24,15544
240,10,2020,1,11,1,14723
241,325,2020,1,11,2,14151
242,640,2020,1,11,3,13760
243,955,2020,1,11,4,13609
244,1270,2020,1,11,5,13617
245,1585,2020,1,11,6,13856
246,1900,2020,1,11,7,14414
247,2215,2020,1,11,8,15051
248,2530,2020,1,11,9,15608
249,2845,2020,1,11,10,16066
250,3160,2020,1,11,11,16253
251,3475,2020,1,11,12,16244
252,3790,2020,1,11,13,16201
253,4105,2020,1,11,14,16195
254,4420,2020,1,11,15,16339
255,4735,2020,1,11,16,16440
256,5050,2020,1,11,17,16886
257,5365,2020,1,11,18,17592
258,5680,2020,1,11,19,17488
259,5995,2020,1,11,20,17147
260,6310,2020,1,11,21,16723
261,6625,2020,1,11,22,16139
262,6940,2020,1,11,23,15417
263,7255,2020,1,11,24,14606
264,11,2020,1,12,1,13845
265,326,2020,1,12,2,13360
266,641,2020,1,12,3,13023
267,956,2020,1,12,4,12835
268,1271,2020,1,12,5,12863
269,1586,2020,1,12,6,13054
270,1901,2020,1,12,7,13462
271,2216,2020,1,12,8,14004
272,2531,2020,1,12,9,14586
273,2846,2020,1,12,10,15143
274,3161,2020,1,12,11,15479
275,3476,2020,1,12,12,15629
276,3791,2020,1,12,13,15747
277,4106,2020,1,12,14,15821
278,4421,2020,1,12,15,15953
279,4736,2020,1,12,16,16281
280,5051,2020,1,12,17,16966
281,5366,2020,1,12,18,18006
282,5681,2020,1,12,19,18050
283,5996,2020,1,12,20,17785
284,6311,2020,1,12,21,17391
285,6626,2020,1,12,22,16761
286,6941,2020,1,12,23,15841
287,7256,2020,1,12,24,14936
288,12,2020,1,13,1,14334
289,327,2020,1,13,2,13987
290,642,2020,1,13,3,13831
291,957,2020,1,13,4,13833
292,1272,2020,1,13,5,14150
293,1587,2020,1,13,6,15172
294,1902,2020,1,13,7,16929
295,2217,2020,1,13,8,18182
296,2532,2020,1,13,9,18488
297,2847,2020,1,13,10,18803
298,3162,2020,1,13,11,19013
299,3477,2020,1,13,12,19070
300,3792,2020,1,13,13,18985
301,4107,2020,1,13,14,18924
302,4422,2020,1,13,15,18842
303,4737,2020,1,13,16,18944
304,5052,2020,1,13,17,19463
305,5367,2020,1,13,18,20064
306,5682,2020,1,13,19,19875
307,5997,2020,1,13,20,19473
308,6312,2020,1,13,21,18838
309,6627,2020,1,13,22,17966
310,6942,2020,1,13,23,16836
311,7257,2020,1,13,24,15731
312,13,2020,1,14,1,14887
313,328,2020,1,14,2,14356
314,643,2020,1,14,3,14131
315,958,2020,1,14,4,14073
316,1273,2020,1,14,5,14325
317,1588,2020,1,14,6,15265
318,1903,2020,1,14,7,16982
319,2218,2020,1,14,8,18229
320,2533,2020,1,14,9,18568
321,2848,2020,1,14,10,18664
322,3163,2020,1,14,11,18585
323,3478,2020,1,14,12,18535
324,3793,2020,1,14,13,18470
325,4108,2020,1,14,14,18419
326,4423,2020,1,14,15,18468
327,4738,2020,1,14,16,18729
328,5053,2020,1,14,17,19334
329,5368,2020,1,14,18,20039
330,5683,2020,1,14,19,19865
331,5998,2020,1,14,20,19438
332,6313,2020,1,14,21,18795
333,6628,2020,1,14,22,17859
334,6943,2020,1,14,23,16690
335,7258,2020,1,14,24,15551
336,14,2020,1,15,1,14673
337,329,2020,1,15,2,14148
338,644,2020,1,15,3,13869
339,959,2020,1,15,4,13830
340,1274,2020,1,15,5,14075
341,1589,2020,1,15,6,15013
342,1904,2020,1,15,7,16711
343,2219,2020,1,15,8,17963
344,2534,2020,1,15,9,18128
345,2849,2020,1,15,10,18071
346,3164,2020,1,15,11,17910
347,3479,2020,1,15,12,17775
348,3794,2020,1,15,13,17616
349,4109,2020,1,15,14,17539
350,4424,2020,1,15,15,17546
351,4739,2020,1,15,16,17811
352,5054,2020,1,15,17,18471
353,5369,2020,1,15,18,19514
354,5684,2020,1,15,19,19547
355,5999,2020,1,15,20,19212
356,6314,2020,1,15,21,18675
357,6629,2020,1,15,22,17809
358,6944,2020,1,15,23,16647
359,7259,2020,1,15,24,15552
360,15,2020,1,16,1,14740
361,330,2020,1,16,2,14278
362,645,2020,1,16,3,13983
363,960,2020,1,16,4,13894
364,1275,2020,1,16,5,14171
365,1590,2020,1,16,6,15088
366,1905,2020,1,16,7,16774
367,2220,2020,1,16,8,18072
368,2535,2020,1,16,9,18365
369,2850,2020,1,16,10,18578
370,3165,2020,1,16,11,18463
371,3480,2020,1,16,12,18513
372,3795,2020,1,16,13,18483
373,4110,2020,1,16,14,18557
374,4425,2020,1,16,15,18723
375,4740,2020,1,16,16,18944
376,5055,2020,1,16,17,19607
377,5370,2020,1,16,18,20605
378,5685,2020,1,16,19,20630
379,6000,2020,1,16,20,20298
380,6315,2020,1,16,21,19816
381,6630,2020,1,16,22,19002
382,6945,2020,1,16,23,17927
383,7260,2020,1,16,24,16903
384,16,2020,1,17,1,16219
385,331,2020,1,17,2,15831
386,646,2020,1,17,3,15619
387,961,2020,1,17,4,15646
388,1276,2020,1,17,5,16006
389,1591,2020,1,17,6,17012
390,1906,2020,1,17,7,18763
391,2221,2020,1,17,8,20005
392,2536,2020,1,17,9,20308
393,2851,2020,1,17,10,20281
394,3166,2020,1,17,11,20188
395,3481,2020,1,17,12,20047
396,3796,2020,1,17,13,19830
397,4111,2020,1,17,14,19688
398,4426,2020,1,17,15,19653
399,4741,2020,1,17,16,19947
400,5056,2020,1,17,17,20626
401,5371,2020,1,17,18,21530
402,5686,2020,1,17,19,21517
403,6001,2020,1,17,20,21193
404,6316,2020,1,17,21,20721
405,6631,2020,1,17,22,20043
406,6946,2020,1,17,23,19089
407,7261,2020,1,17,24,18120
408,17,2020,1,18,1,17337
409,332,2020,1,18,2,16802
410,647,2020,1,18,3,16467
411,962,2020,1,18,4,16337
412,1277,2020,1,18,5,16361
413,1592,2020,1,18,6,16689
414,1907,2020,1,18,7,17317
415,2222,2020,1,18,8,18132
416,2537,2020,1,18,9,18854
417,2852,2020,1,18,10,19371
418,3167,2020,1,18,11,19681
419,3482,2020,1,18,12,19810
420,3797,2020,1,18,13,19882
421,4112,2020,1,18,14,20105
422,4427,2020,1,18,15,20110
423,4742,2020,1,18,16,20099
424,5057,2020,1,18,17,20419
425,5372,2020,1,18,18,20993
426,5687,2020,1,18,19,20836
427,6002,2020,1,18,20,20320
428,6317,2020,1,18,21,19666
429,6632,2020,1,18,22,18792
430,6947,2020,1,18,23,17856
431,7262,2020,1,18,24,16857
432,18,2020,1,19,1,16093
433,333,2020,1,19,2,15501
434,648,2020,1,19,3,15162
435,963,2020,1,19,4,14955
436,1278,2020,1,19,5,14906
437,1593,2020,1,19,6,15084
438,1908,2020,1,19,7,15526
439,2223,2020,1,19,8,16053
440,2538,2020,1,19,9,16634
441,2853,2020,1,19,10,17052
442,3168,2020,1,19,11,17307
443,3483,2020,1,19,12,17582
444,3798,2020,1,19,13,17716
445,4113,2020,1,19,14,17685
446,4428,2020,1,19,15,17751
447,4743,2020,1,19,16,18093
448,5058,2020,1,19,17,18676
449,5373,2020,1,19,18,19679
450,5688,2020,1,19,19,19736
451,6003,2020,1,19,20,19447
452,6318,2020,1,19,21,19053
453,6633,2020,1,19,22,18487
454,6948,2020,1,19,23,17745
455,7263,2020,1,19,24,16951
456,19,2020,1,20,1,16350
457,334,2020,1,20,2,15986
458,649,2020,1,20,3,15812
459,964,2020,1,20,4,15836
460,1279,2020,1,20,5,16132
461,1594,2020,1,20,6,16921
462,1909,2020,1,20,7,18029
463,2224,2020,1,20,8,19022
464,2539,2020,1,20,9,19617
465,2854,2020,1,20,10,19912
466,3169,2020,1,20,11,19969
467,3484,2020,1,20,12,19863
468,3799,2020,1,20,13,19673
469,4114,2020,1,20,14,19547
470,4429,2020,1,20,15,19536
471,4744,2020,1,20,16,19797
472,5059,2020,1,20,17,20542
473,5374,2020,1,20,18,21740
474,5689,2020,1,20,19,21895
475,6004,2020,1,20,20,21561
476,6319,2020,1,20,21,20960
477,6634,2020,1,20,22,20093
478,6949,2020,1,20,23,18928
479,7264,2020,1,20,24,17852
480,20,2020,1,21,1,17078
481,335,2020,1,21,2,16667
482,650,2020,1,21,3,16455
483,965,2020,1,21,4,16380
484,1280,2020,1,21,5,16676
485,1595,2020,1,21,6,17685
486,1910,2020,1,21,7,19347
487,2225,2020,1,21,8,20539
488,2540,2020,1,21,9,20742
489,2855,2020,1,21,10,20587
490,3170,2020,1,21,11,20427
491,3485,2020,1,21,12,20276
492,3800,2020,1,21,13,20093
493,4115,2020,1,21,14,19958
494,4430,2020,1,21,15,19952
495,4745,2020,1,21,16,20225
496,5060,2020,1,21,17,20814
497,5375,2020,1,21,18,21841
498,5690,2020,1,21,19,21890
499,6005,2020,1,21,20,21553
500,6320,2020,1,21,21,20936
501,6635,2020,1,21,22,19984
502,6950,2020,1,21,23,18767
503,7265,2020,1,21,24,17602
504,21,2020,1,22,1,16792
505,336,2020,1,22,2,16313
506,651,2020,1,22,3,16084
507,966,2020,1,22,4,16015
508,1281,2020,1,22,5,16307
509,1596,2020,1,22,6,17259
510,1911,2020,1,22,7,18944
511,2226,2020,1,22,8,20125
512,2541,2020,1,22,9,20281
513,2856,2020,1,22,10,20058
514,3171,2020,1,22,11,19812
515,3486,2020,1,22,12,19475
516,3801,2020,1,22,13,19104
517,4116,2020,1,22,14,18942
518,4431,2020,1,22,15,18910
519,4746,2020,1,22,16,19170
520,5061,2020,1,22,17,19856
521,5376,2020,1,22,18,20969
522,5691,2020,1,22,19,21089
523,6006,2020,1,22,20,20733
524,6321,2020,1,22,21,20209
525,6636,2020,1,22,22,19313
526,6951,2020,1,22,23,18112
527,7266,2020,1,22,24,16988
528,22,2020,1,23,1,16176
529,337,2020,1,23,2,15742
530,652,2020,1,23,3,15537
531,967,2020,1,23,4,15490
532,1282,2020,1,23,5,15803
533,1597,2020,1,23,6,16775
534,1912,2020,1,23,7,18518
535,2227,2020,1,23,8,19689
536,2542,2020,1,23,9,19771
537,2857,2020,1,23,10,19553
538,3172,2020,1,23,11,19285
539,3487,2020,1,23,12,19043
540,3802,2020,1,23,13,18845
541,4117,2020,1,23,14,18796
542,4432,2020,1,23,15,18841
543,4747,2020,1,23,16,19025
544,5062,2020,1,23,17,19544
545,5377,2020,1,23,18,20435
546,5692,2020,1,23,19,20429
547,6007,2020,1,23,20,20051
548,6322,2020,1,23,21,19535
549,6637,2020,1,23,22,18667
550,6952,2020,1,23,23,17520
551,7267,2020,1,23,24,16402
552,23,2020,1,24,1,15637
553,338,2020,1,24,2,15148
554,653,2020,1,24,3,14907
555,968,2020,1,24,4,14880
556,1283,2020,1,24,5,15155
557,1598,2020,1,24,6,16049
558,1913,2020,1,24,7,17682
559,2228,2020,1,24,8,18839
560,2543,2020,1,24,9,19031
561,2858,2020,1,24,10,18811
562,3173,2020,1,24,11,18465
563,3488,2020,1,24,12,18127
564,3803,2020,1,24,13,17835
565,4118,2020,1,24,14,17709
566,4433,2020,1,24,15,17757
567,4748,2020,1,24,16,18040
568,5063,2020,1,24,17,18598
569,5378,2020,1,24,18,19451
570,5693,2020,1,24,19,19431
571,6008,2020,1,24,20,19036
572,6323,2020,1,24,21,18505
573,6638,2020,1,24,22,17824
574,6953,2020,1,24,23,16941
575,7268,2020,1,24,24,16016
576,24,2020,1,25,1,15254
577,339,2020,1,25,2,14707
578,654,2020,1,25,3,14404
579,969,2020,1,25,4,14281
580,1284,2020,1,25,5,14327
581,1599,2020,1,25,6,14638
582,1914,2020,1,25,7,15271
583,2229,2020,1,25,8,16051
584,2544,2020,1,25,9,16894
585,2859,2020,1,25,10,17588
586,3174,2020,1,25,11,18068
587,3489,2020,1,25,12,18276
588,3804,2020,1,25,13,18341
589,4119,2020,1,25,14,18227
590,4434,2020,1,25,15,18103
591,4749,2020,1,25,16,18088
592,5064,2020,1,25,17,18214
593,5379,2020,1,25,18,18643
594,5694,2020,1,25,19,18594
595,6009,2020,1,25,20,18219
596,6324,2020,1,25,21,17713
597,6639,2020,1,25,22,17129
598,6954,2020,1,25,23,16378
599,7269,2020,1,25,24,15583
600,25,2020,1,26,1,14926
601,340,2020,1,26,2,14425
602,655,2020,1,26,3,14117
603,970,2020,1,26,4,13949
604,1285,2020,1,26,5,13970
605,1600,2020,1,26,6,14241
606,1915,2020,1,26,7,14718
607,2230,2020,1,26,8,15267
608,2545,2020,1,26,9,15811
609,2860,2020,1,26,10,16264
610,3175,2020,1,26,11,16497
611,3490,2020,1,26,12,16685
612,3805,2020,1,26,13,16760
613,4120,2020,1,26,14,16848
614,4435,2020,1,26,15,16978
615,4750,2020,1,26,16,17238
616,5065,2020,1,26,17,17852
617,5380,2020,1,26,18,18744
618,5695,2020,1,26,19,18820
619,6010,2020,1,26,20,18507
620,6325,2020,1,26,21,18016
621,6640,2020,1,26,22,17355
622,6955,2020,1,26,23,16439
623,7270,2020,1,26,24,15499
624,26,2020,1,27,1,14846
625,341,2020,1,27,2,14457
626,656,2020,1,27,3,14202
627,971,2020,1,27,4,14215
628,1286,2020,1,27,5,14521
629,1601,2020,1,27,6,15505
630,1916,2020,1,27,7,17182
631,2231,2020,1,27,8,18335
632,2546,2020,1,27,9,18651
633,2861,2020,1,27,10,18775
634,3176,2020,1,27,11,18844
635,3491,2020,1,27,12,18872
636,3806,2020,1,27,13,18902
637,4121,2020,1,27,14,18974
638,4436,2020,1,27,15,18921
639,4751,2020,1,27,16,18966
640,5066,2020,1,27,17,19424
641,5381,2020,1,27,18,20184
642,5696,2020,1,27,19,20162
643,6011,2020,1,27,20,19757
644,6326,2020,1,27,21,19167
645,6641,2020,1,27,22,18212
646,6956,2020,1,27,23,16995
647,7271,2020,1,27,24,15888
648,27,2020,1,28,1,15107
649,342,2020,1,28,2,14653
650,657,2020,1,28,3,14371
651,972,2020,1,28,4,14343
652,1287,2020,1,28,5,14600
653,1602,2020,1,28,6,15569
654,1917,2020,1,28,7,17283
655,2232,2020,1,28,8,18472
656,2547,2020,1,28,9,18808
657,2862,2020,1,28,10,18920
658,3177,2020,1,28,11,18821
659,3492,2020,1,28,12,18744
660,3807,2020,1,28,13,18768
661,4122,2020,1,28,14,18822
662,4437,2020,1,28,15,18893
663,4752,2020,1,28,16,19105
664,5067,2020,1,28,17,19612
665,5382,2020,1,28,18,20399
666,5697,2020,1,28,19,20421
667,6012,2020,1,28,20,20070
668,6327,2020,1,28,21,19492
669,6642,2020,1,28,22,18576
670,6957,2020,1,28,23,17382
671,7272,2020,1,28,24,16223
672,28,2020,1,29,1,15459
673,343,2020,1,29,2,15045
674,658,2020,1,29,3,14828
675,973,2020,1,29,4,14800
676,1288,2020,1,29,5,15057
677,1603,2020,1,29,6,16006
678,1918,2020,1,29,7,17824
679,2233,2020,1,29,8,18950
680,2548,2020,1,29,9,19246
681,2863,2020,1,29,10,19140
682,3178,2020,1,29,11,18826
683,3493,2020,1,29,12,18548
684,3808,2020,1,29,13,18328
685,4123,2020,1,29,14,18259
686,4438,2020,1,29,15,18288
687,4753,2020,1,29,16,18602
688,5068,2020,1,29,17,19363
689,5383,2020,1,29,18,20508
690,5698,2020,1,29,19,20790
691,6013,2020,1,29,20,20513
692,6328,2020,1,29,21,20017
693,6643,2020,1,29,22,19186
694,6958,2020,1,29,23,18013
695,7273,2020,1,29,24,16932
696,29,2020,1,30,1,16247
697,344,2020,1,30,2,15847
698,659,2020,1,30,3,15648
699,974,2020,1,30,4,15628
700,1289,2020,1,30,5,15977
701,1604,2020,1,30,6,16974
702,1919,2020,1,30,7,18789
703,2234,2020,1,30,8,19830
704,2549,2020,1,30,9,19875
705,2864,2020,1,30,10,19622
706,3179,2020,1,30,11,19363
707,3494,2020,1,30,12,19042
708,3809,2020,1,30,13,18722
709,4124,2020,1,30,14,18713
710,4439,2020,1,30,15,18730
711,4754,2020,1,30,16,19017
712,5069,2020,1,30,17,19651
713,5384,2020,1,30,18,20670
714,5699,2020,1,30,19,20831
715,6014,2020,1,30,20,20566
716,6329,2020,1,30,21,20013
717,6644,2020,1,30,22,19121
718,6959,2020,1,30,23,17938
719,7274,2020,1,30,24,16889
720,30,2020,1,31,1,16070
721,345,2020,1,31,2,15619
722,660,2020,1,31,3,15344
723,975,2020,1,31,4,15263
724,1290,2020,1,31,5,15504
725,1605,2020,1,31,6,16381
726,1920,2020,1,31,7,18011
727,2235,2020,1,31,8,19097
728,2550,2020,1,31,9,19436
729,2865,2020,1,31,10,19535
730,3180,2020,1,31,11,19444
731,3495,2020,1,31,12,19324
732,3810,2020,1,31,13,19189
733,4125,2020,1,31,14,19120
734,4440,2020,1,31,15,18990
735,4755,2020,1,31,16,19026
736,5070,2020,1,31,17,19353
737,5385,2020,1,31,18,19948
738,5700,2020,1,31,19,19859
739,6015,2020,1,31,20,19391
740,6330,2020,1,31,21,18831
741,6645,2020,1,31,22,18106
742,6960,2020,1,31,23,17193
743,7275,2020,1,31,24,16193
744,31,2020,2,1,1,15416
745,346,2020,2,1,2,14902
746,661,2020,2,1,3,14565
747,976,2020,2,1,4,14429
748,1291,2020,2,1,5,14463
749,1606,2020,2,1,6,14743
750,1921,2020,2,1,7,15367
751,2236,2020,2,1,8,16064
752,2551,2020,2,1,9,16851
753,2866,2020,2,1,10,17428
754,3181,2020,2,1,11,17762
755,3496,2020,2,1,12,17836
756,3811,2020,2,1,13,17806
757,4126,2020,2,1,14,17741
758,4441,2020,2,1,15,17689
759,4756,2020,2,1,16,17722
760,5071,2020,2,1,17,18034
761,5386,2020,2,1,18,18633
762,5701,2020,2,1,19,18724
763,6016,2020,2,1,20,18380
764,6331,2020,2,1,21,17963
765,6646,2020,2,1,22,17406
766,6961,2020,2,1,23,16640
767,7276,2020,2,1,24,15786
768,32,2020,2,2,1,15084
769,347,2020,2,2,2,14577
770,662,2020,2,2,3,14244
771,977,2020,2,2,4,14084
772,1292,2020,2,2,5,14116
773,1607,2020,2,2,6,14327
774,1922,2020,2,2,7,14811
775,2237,2020,2,2,8,15407
776,2552,2020,2,2,9,16083
777,2867,2020,2,2,10,16569
778,3182,2020,2,2,11,16814
779,3497,2020,2,2,12,17088
780,3812,2020,2,2,13,17264
781,4127,2020,2,2,14,17314
782,4442,2020,2,2,15,17355
783,4757,2020,2,2,16,17635
784,5072,2020,2,2,17,18223
785,5387,2020,2,2,18,18966
786,5702,2020,2,2,19,18832
787,6017,2020,2,2,20,18280
788,6332,2020,2,2,21,17794
789,6647,2020,2,2,22,17246
790,6962,2020,2,2,23,16464
791,7277,2020,2,2,24,15543
792,33,2020,2,3,1,14818
793,348,2020,2,3,2,14355
794,663,2020,2,3,3,14118
795,978,2020,2,3,4,14048
796,1293,2020,2,3,5,14318
797,1608,2020,2,3,6,15245
798,1923,2020,2,3,7,16925
799,2238,2020,2,3,8,18174
800,2553,2020,2,3,9,18549
801,2868,2020,2,3,10,18630
802,3183,2020,2,3,11,18428
803,3498,2020,2,3,12,18126
804,3813,2020,2,3,13,17811
805,4128,2020,2,3,14,17609
806,4443,2020,2,3,15,17547
807,4758,2020,2,3,16,17717
808,5073,2020,2,3,17,18249
809,5388,2020,2,3,18,19182
810,5703,2020,2,3,19,19495
811,6018,2020,2,3,20,19143
812,6333,2020,2,3,21,18579
813,6648,2020,2,3,22,17733
814,6963,2020,2,3,23,16595
815,7278,2020,2,3,24,15548
816,34,2020,2,4,1,14799
817,349,2020,2,4,2,14369
818,664,2020,2,4,3,14163
819,979,2020,2,4,4,14083
820,1294,2020,2,4,5,14321
821,1609,2020,2,4,6,15188
822,1924,2020,2,4,7,16890
823,2239,2020,2,4,8,18022
824,2554,2020,2,4,9,18399
825,2869,2020,2,4,10,18619
826,3184,2020,2,4,11,18788
827,3499,2020,2,4,12,18700
828,3814,2020,2,4,13,18559
829,4129,2020,2,4,14,18467
