,Unnamed: 0,name,time,month,day,hourly_temperature(rochester),hourly_wind_speed(rochester),AWT26_Power(rochester),AWP_200_Power(rochester),D2CF_200_Power(rochester),AN_Bonus_150/30_Power(rochester),Aria_20_Power(rochester),WWD-1_D64_Power(rochester),solar(rochester),Solar_AllMax(rochester),Solar_TrinaSolar(rochester),Solar_Mitsubishi(rochester),Solar_FirstSolar(rochester)
0,35036,"ROCHESTER GREATER INTERNATIONAL, NY US",1,1,1,-2.9,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
1,35037,"ROCHESTER GREATER INTERNATIONAL, NY US",2,1,1,-3.1,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
2,35038,"ROCHESTER GREATER INTERNATIONAL, NY US",3,1,1,-3.2,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
3,35039,"ROCHESTER GREATER INTERNATIONAL, NY US",4,1,1,-3.3,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
4,35040,"ROCHESTER GREATER INTERNATIONAL, NY US",5,1,1,-3.3,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
5,35041,"ROCHESTER GREATER INTERNATIONAL, NY US",6,1,1,-3.4,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
6,35042,"ROCHESTER GREATER INTERNATIONAL, NY US",7,1,1,-3.4,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
7,35043,"ROCHESTER GREATER INTERNATIONAL, NY US",8,1,1,-3.4,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,3,0.9818181,1.096363545,0.818163103,1.423617159
8,35044,"ROCHESTER GREATER INTERNATIONAL, NY US",9,1,1,-3,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,21,6.8496309,7.648754505,5.707112053,9.931029609
9,35045,"ROCHESTER GREATER INTERNATIONAL, NY US",10,1,1,-2.4,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,42,13.6388196,15.23001522,11.36202821,19.77254764
10,35046,"ROCHESTER GREATER INTERNATIONAL, NY US",11,1,1,-1.7,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,338,105.9715176,118.3348613,88.07289871,153.4164318
11,35047,"ROCHESTER GREATER INTERNATIONAL, NY US",12,1,1,-1.2,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,440,136.1184,151.99888,113.030885,196.961127
12,35048,"ROCHESTER GREATER INTERNATIONAL, NY US",13,1,1,-0.8,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,434,134.1505284,149.8014234,111.4018569,194.1188337
13,35049,"ROCHESTER GREATER INTERNATIONAL, NY US",14,1,1,-0.7,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,282,88.6384656,98.97961992,73.70062421,128.3571345
14,35050,"ROCHESTER GREATER INTERNATIONAL, NY US",15,1,1,-0.7,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,96,30.8015424,34.39505568,25.6488576,44.6426928
15,35051,"ROCHESTER GREATER INTERNATIONAL, NY US",16,1,1,-0.9,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,124,39.6924744,44.32326308,33.04520485,57.52148115
16,35052,"ROCHESTER GREATER INTERNATIONAL, NY US",17,1,1,-1.4,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,11,3.5711709,3.987807505,2.975725053,5.177941209
17,35053,"ROCHESTER GREATER INTERNATIONAL, NY US",18,1,1,-1.8,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
18,35054,"ROCHESTER GREATER INTERNATIONAL, NY US",19,1,1,-2.1,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
19,35055,"ROCHESTER GREATER INTERNATIONAL, NY US",20,1,1,-2.3,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
20,35056,"ROCHESTER GREATER INTERNATIONAL, NY US",21,1,1,-2.4,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
21,35057,"ROCHESTER GREATER INTERNATIONAL, NY US",22,1,1,-2.6,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
22,35058,"ROCHESTER GREATER INTERNATIONAL, NY US",23,1,1,-2.7,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
23,35059,"ROCHESTER GREATER INTERNATIONAL, NY US",24,1,2,-3.6,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
24,35060,"ROCHESTER GREATER INTERNATIONAL, NY US",1,1,2,-3,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
25,35061,"ROCHESTER GREATER INTERNATIONAL, NY US",2,1,2,-3.1,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
26,35062,"ROCHESTER GREATER INTERNATIONAL, NY US",3,1,2,-3.2,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
27,35063,"ROCHESTER GREATER INTERNATIONAL, NY US",4,1,2,-3.3,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
28,35064,"ROCHESTER GREATER INTERNATIONAL, NY US",5,1,2,-3.4,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
29,35065,"ROCHESTER GREATER INTERNATIONAL, NY US",6,1,2,-3.4,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
30,35066,"ROCHESTER GREATER INTERNATIONAL, NY US",7,1,2,-3.4,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
31,35067,"ROCHESTER GREATER INTERNATIONAL, NY US",8,1,2,-3.4,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,10,3.27027,3.6518015,2.725017813,4.741679438
32,35068,"ROCHESTER GREATER INTERNATIONAL, NY US",9,1,2,-3.1,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,105,33.9508575,37.91179088,28.26953883,49.20536348
33,35069,"ROCHESTER GREATER INTERNATIONAL, NY US",10,1,2,-2.5,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,200,63.861,71.31145,53.134625,92.513625
34,35070,"ROCHESTER GREATER INTERNATIONAL, NY US",11,1,2,-1.8,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,275,86.8597125,96.99334563,72.2264082,125.7862109
35,35071,"ROCHESTER GREATER INTERNATIONAL, NY US",12,1,2,-1.3,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,326,102.1939584,114.1165869,84.94144141,147.9558681
36,35072,"ROCHESTER GREATER INTERNATIONAL, NY US",13,1,2,-0.9,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,339,105.9558399,118.3173546,88.0584313,153.3922635
37,35073,"ROCHESTER GREATER INTERNATIONAL, NY US",14,1,2,-0.7,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,305,95.6216175,106.7774729,79.49194508,138.4540742
38,35074,"ROCHESTER GREATER INTERNATIONAL, NY US",15,1,2,-0.8,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,169,53.8102929,60.08816041,44.78273593,77.96435753
39,35075,"ROCHESTER GREATER INTERNATIONAL, NY US",16,1,2,-1,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,71,22.8675309,25.53540951,19.04583143,33.14722973
40,35076,"ROCHESTER GREATER INTERNATIONAL, NY US",17,1,2,-1.5,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,11,3.5724579,3.989244655,2.976797553,5.179807359
41,35077,"ROCHESTER GREATER INTERNATIONAL, NY US",18,1,2,-1.9,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
42,35078,"ROCHESTER GREATER INTERNATIONAL, NY US",19,1,2,-2.1,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
43,35079,"ROCHESTER GREATER INTERNATIONAL, NY US",20,1,2,-2.3,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
44,35080,"ROCHESTER GREATER INTERNATIONAL, NY US",21,1,2,-2.5,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
45,35081,"ROCHESTER GREATER INTERNATIONAL, NY US",22,1,2,-2.7,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
46,35082,"ROCHESTER GREATER INTERNATIONAL, NY US",23,1,2,-2.8,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
47,35083,"ROCHESTER GREATER INTERNATIONAL, NY US",24,1,3,-3.7,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
48,35084,"ROCHESTER GREATER INTERNATIONAL, NY US",1,1,3,-3.1,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
49,35085,"ROCHESTER GREATER INTERNATIONAL, NY US",2,1,3,-3.2,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
50,35086,"ROCHESTER GREATER INTERNATIONAL, NY US",3,1,3,-3.3,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
51,35087,"ROCHESTER GREATER INTERNATIONAL, NY US",4,1,3,-3.4,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
52,35088,"ROCHESTER GREATER INTERNATIONAL, NY US",5,1,3,-3.5,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
53,35089,"ROCHESTER GREATER INTERNATIONAL, NY US",6,1,3,-3.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
54,35090,"ROCHESTER GREATER INTERNATIONAL, NY US",7,1,3,-3.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
55,35091,"ROCHESTER GREATER INTERNATIONAL, NY US",8,1,3,-3.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,1,0.3275769,0.365794205,0.272978678,0.474984384
56,35092,"ROCHESTER GREATER INTERNATIONAL, NY US",9,1,3,-3.2,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,21,6.8545449,7.654241805,5.711207053,9.938154909
57,35093,"ROCHESTER GREATER INTERNATIONAL, NY US",10,1,3,-2.6,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,96,31.0149504,34.63336128,25.8266976,44.9521344
58,35094,"ROCHESTER GREATER INTERNATIONAL, NY US",11,1,3,-1.9,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,211,67.1437659,74.97720526,55.8608963,97.26404821
59,35095,"ROCHESTER GREATER INTERNATIONAL, NY US",12,1,3,-1.4,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,229,72.5930229,81.06220891,60.38553455,105.1486755
60,35096,"ROCHESTER GREATER INTERNATIONAL, NY US",13,1,3,-1.1,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,216,68.4947664,76.48582248,56.9823066,99.2184714
61,35097,"ROCHESTER GREATER INTERNATIONAL, NY US",14,1,3,-0.8,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,137,43.7752401,48.88235145,36.44047973,63.43429613
62,35098,"ROCHESTER GREATER INTERNATIONAL, NY US",15,1,3,-0.8,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,58,18.6934116,20.87430962,15.57087321,27.09831304
63,35099,"ROCHESTER GREATER INTERNATIONAL, NY US",16,1,3,-1.1,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,26,8.4181344,9.40025008,7.013711412,12.20486134
64,35100,"ROCHESTER GREATER INTERNATIONAL, NY US",17,1,3,-1.6,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,4,1.3005264,1.45225448,1.08373885,1.88572935
65,35101,"ROCHESTER GREATER INTERNATIONAL, NY US",18,1,3,-1.9,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
66,35102,"ROCHESTER GREATER INTERNATIONAL, NY US",19,1,3,-2.2,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
67,35103,"ROCHESTER GREATER INTERNATIONAL, NY US",20,1,3,-2.4,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
68,35104,"ROCHESTER GREATER INTERNATIONAL, NY US",21,1,3,-2.6,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
69,35105,"ROCHESTER GREATER INTERNATIONAL, NY US",22,1,3,-2.7,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
70,35106,"ROCHESTER GREATER INTERNATIONAL, NY US",23,1,3,-2.8,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
71,35107,"ROCHESTER GREATER INTERNATIONAL, NY US",24,1,4,-3.7,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
72,35108,"ROCHESTER GREATER INTERNATIONAL, NY US",1,1,4,-3.1,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
73,35109,"ROCHESTER GREATER INTERNATIONAL, NY US",2,1,4,-3.2,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
74,35110,"ROCHESTER GREATER INTERNATIONAL, NY US",3,1,4,-3.3,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
75,35111,"ROCHESTER GREATER INTERNATIONAL, NY US",4,1,4,-3.4,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
76,35112,"ROCHESTER GREATER INTERNATIONAL, NY US",5,1,4,-3.5,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
77,35113,"ROCHESTER GREATER INTERNATIONAL, NY US",6,1,4,-3.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
78,35114,"ROCHESTER GREATER INTERNATIONAL, NY US",7,1,4,-3.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
79,35115,"ROCHESTER GREATER INTERNATIONAL, NY US",8,1,4,-3.6,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,13,4.2530241,4.749210245,3.543836603,6.166526559
80,35116,"ROCHESTER GREATER INTERNATIONAL, NY US",9,1,4,-3.3,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,121,39.0846819,43.64456146,32.54023393,56.64174068
81,35117,"ROCHESTER GREATER INTERNATIONAL, NY US",10,1,4,-2.7,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,216,68.8991184,76.93734888,57.3192666,99.8047818
82,35118,"ROCHESTER GREATER INTERNATIONAL, NY US",11,1,4,-2,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,294,92.7336564,103.552583,77.09896241,134.2805034
83,35119,"ROCHESTER GREATER INTERNATIONAL, NY US",12,1,4,-1.5,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,327,102.5724771,114.5392661,85.25552073,148.5033355
84,35120,"ROCHESTER GREATER INTERNATIONAL, NY US",13,1,4,-1.1,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,325,101.8158375,113.6943519,84.62768945,147.4089734
85,35121,"ROCHESTER GREATER INTERNATIONAL, NY US",14,1,4,-0.9,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,247,77.9984751,87.0982972,64.87232623,112.9684117
86,35122,"ROCHESTER GREATER INTERNATIONAL, NY US",15,1,4,-0.9,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,148,47.2502136,52.76273852,39.32979565,68.46635955
87,35123,"ROCHESTER GREATER INTERNATIONAL, NY US",16,1,4,-1.2,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,71,22.8841449,25.55396181,19.05967643,33.17132003
88,35124,"ROCHESTER GREATER INTERNATIONAL, NY US",17,1,4,-1.7,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,8,2.6008656,2.90429992,2.1672554,3.7711194
89,35125,"ROCHESTER GREATER INTERNATIONAL, NY US",18,1,4,-2.1,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,0,0,0,0,0
90,35126,"ROCHESTER GREATER INTERNATIONAL, NY US",19,1,4,-2.3,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,0,0,0,0,0
91,35127,"ROCHESTER GREATER INTERNATIONAL, NY US",20,1,4,-2.5,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,0,0,0,0,0
92,35128,"ROCHESTER GREATER INTERNATIONAL, NY US",21,1,4,-2.7,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,0,0,0,0,0
93,35129,"ROCHESTER GREATER INTERNATIONAL, NY US",22,1,4,-2.9,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,0,0,0,0,0
94,35130,"ROCHESTER GREATER INTERNATIONAL, NY US",23,1,4,-3,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,0,0,0,0,0
95,35131,"ROCHESTER GREATER INTERNATIONAL, NY US",24,1,5,-3.8,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,0,0,0,0,0
96,35132,"ROCHESTER GREATER INTERNATIONAL, NY US",1,1,5,-3.3,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
97,35133,"ROCHESTER GREATER INTERNATIONAL, NY US",2,1,5,-3.3,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
98,35134,"ROCHESTER GREATER INTERNATIONAL, NY US",3,1,5,-3.4,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
99,35135,"ROCHESTER GREATER INTERNATIONAL, NY US",4,1,5,-3.5,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
100,35136,"ROCHESTER GREATER INTERNATIONAL, NY US",5,1,5,-3.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
101,35137,"ROCHESTER GREATER INTERNATIONAL, NY US",6,1,5,-3.7,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
102,35138,"ROCHESTER GREATER INTERNATIONAL, NY US",7,1,5,-3.7,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
103,35139,"ROCHESTER GREATER INTERNATIONAL, NY US",8,1,5,-3.7,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,2,0.6553176,0.73177132,0.546089713,0.950202038
104,35140,"ROCHESTER GREATER INTERNATIONAL, NY US",9,1,5,-3.4,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,21,6.8594589,7.659729105,5.715302053,9.945280209
105,35141,"ROCHESTER GREATER INTERNATIONAL, NY US",10,1,5,-2.8,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,17,5.5433481,6.190072045,4.618857978,8.037241884
106,35142,"ROCHESTER GREATER INTERNATIONAL, NY US",11,1,5,-2.2,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,24,7.8031584,8.71352688,6.5014386,11.3133582
107,35143,"ROCHESTER GREATER INTERNATIONAL, NY US",12,1,5,-1.6,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,20,6.4914,7.24873,5.40867125,9.41168175
108,35144,"ROCHESTER GREATER INTERNATIONAL, NY US",13,1,5,-1.2,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,22,7.1286996,7.96038122,5.939580213,10.33558804
109,35145,"ROCHESTER GREATER INTERNATIONAL, NY US",14,1,5,-1,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,26,8.4150924,9.39685318,7.011176413,12.20045044
110,35146,"ROCHESTER GREATER INTERNATIONAL, NY US",15,1,5,-1.1,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,50,16.1466,18.03037,13.45032031,23.40726844
111,35147,"ROCHESTER GREATER INTERNATIONAL, NY US",16,1,5,-1.3,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,23,7.4546151,8.324320195,6.211083228,10.80807008
112,35148,"ROCHESTER GREATER INTERNATIONAL, NY US",17,1,5,-1.8,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,4,1.3014624,1.45329968,1.08451885,1.88708655
113,35149,"ROCHESTER GREATER INTERNATIONAL, NY US",18,1,5,-2.2,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
114,35150,"ROCHESTER GREATER INTERNATIONAL, NY US",19,1,5,-2.4,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
115,35151,"ROCHESTER GREATER INTERNATIONAL, NY US",20,1,5,-2.7,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,0,0,0,0,0
116,35152,"ROCHESTER GREATER INTERNATIONAL, NY US",21,1,5,-2.8,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,0,0,0,0,0
117,35153,"ROCHESTER GREATER INTERNATIONAL, NY US",22,1,5,-3,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
118,35154,"ROCHESTER GREATER INTERNATIONAL, NY US",23,1,5,-3.1,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
119,35155,"ROCHESTER GREATER INTERNATIONAL, NY US",24,1,6,-3.9,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,0,0,0,0,0
120,35156,"ROCHESTER GREATER INTERNATIONAL, NY US",1,1,6,-3.4,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
121,35157,"ROCHESTER GREATER INTERNATIONAL, NY US",2,1,6,-3.4,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
122,35158,"ROCHESTER GREATER INTERNATIONAL, NY US",3,1,6,-3.5,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
123,35159,"ROCHESTER GREATER INTERNATIONAL, NY US",4,1,6,-3.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
124,35160,"ROCHESTER GREATER INTERNATIONAL, NY US",5,1,6,-3.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
125,35161,"ROCHESTER GREATER INTERNATIONAL, NY US",6,1,6,-3.7,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
126,35162,"ROCHESTER GREATER INTERNATIONAL, NY US",7,1,6,-3.8,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
127,35163,"ROCHESTER GREATER INTERNATIONAL, NY US",8,1,6,-3.8,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,2,0.6555516,0.73203262,0.546284713,0.950541338
128,35164,"ROCHESTER GREATER INTERNATIONAL, NY US",9,1,6,-3.5,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,15,4.9045275,5.476722375,4.086640078,7.111087734
129,35165,"ROCHESTER GREATER INTERNATIONAL, NY US",10,1,6,-2.9,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,31,10.0968519,11.27481796,8.412052178,14.63839733
130,35166,"ROCHESTER GREATER INTERNATIONAL, NY US",11,1,6,-2.3,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,131,42.1155699,47.02905305,35.0607528,61.03118431
131,35167,"ROCHESTER GREATER INTERNATIONAL, NY US",12,1,6,-1.7,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,214,68.0258064,75.96215048,56.59328841,98.54030314
132,35168,"ROCHESTER GREATER INTERNATIONAL, NY US",13,1,6,-1.4,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,341,106.7564949,119.2114193,88.72282605,154.5503292
133,35169,"ROCHESTER GREATER INTERNATIONAL, NY US",14,1,6,-1.1,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,230,72.82122,81.317029,60.57474781,105.4785879
134,35170,"ROCHESTER GREATER INTERNATIONAL, NY US",15,1,6,-1.2,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,79,25.4404569,28.40851021,21.18745018,36.87542768
135,35171,"ROCHESTER GREATER INTERNATIONAL, NY US",16,1,6,-1.4,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,32,10.3652736,11.57455552,8.6356064,15.0274752
136,35172,"ROCHESTER GREATER INTERNATIONAL, NY US",17,1,6,-1.9,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,7,2.2776411,2.543365895,1.897932728,3.302475684
137,35173,"ROCHESTER GREATER INTERNATIONAL, NY US",18,1,6,-2.3,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,0,0,0,0,0
138,35174,"ROCHESTER GREATER INTERNATIONAL, NY US",19,1,6,-2.6,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
139,35175,"ROCHESTER GREATER INTERNATIONAL, NY US",20,1,6,-2.8,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,0,0,0,0,0
