,Unnamed: 0,name,time,month,day,hourly_temperature(albany),hourly_wind_speed(albany),AWT26_Power(albany),AWP_200_Power(albany),D2CF_200_Power(albany),AN_Bonus_150/30_Power(albany),Aria_20_Power(albany),WWD-1_D64_Power(albany),solar(albany),Solar_AllMax(albany),Solar_TrinaSolar(albany),Solar_Mitsubishi(albany),Solar_FirstSolar(albany)
0,26277,"ALBANY INTERNATIONAL AIRPORT, NY US",1,1,1,-4.1,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
1,26278,"ALBANY INTERNATIONAL AIRPORT, NY US",2,1,1,-4.2,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
2,26279,"ALBANY INTERNATIONAL AIRPORT, NY US",3,1,1,-4.4,3.5,19.23958318,19.87906742,48.84790505,30.22607446,5.689709663,264.7432082,0,0,0,0,0
3,26280,"ALBANY INTERNATIONAL AIRPORT, NY US",4,1,1,-4.5,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
4,26281,"ALBANY INTERNATIONAL AIRPORT, NY US",5,1,1,-4.7,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
5,26282,"ALBANY INTERNATIONAL AIRPORT, NY US",6,1,1,-4.8,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
6,26283,"ALBANY INTERNATIONAL AIRPORT, NY US",7,1,1,-4.8,3.5,19.23958318,19.87906742,48.84790505,30.22607446,5.689709663,264.7432082,0,0,0,0,0
7,26284,"ALBANY INTERNATIONAL AIRPORT, NY US",8,1,1,-4.8,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,3,0.9867321,1.101850845,0.822258103,1.430742459
8,26285,"ALBANY INTERNATIONAL AIRPORT, NY US",9,1,1,-4.1,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,21,6.8766579,7.678934655,5.729634553,9.970218759
9,26286,"ALBANY INTERNATIONAL AIRPORT, NY US",10,1,1,-3.3,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,42,13.6830456,15.27940092,11.39888321,19.83667534
10,26287,"ALBANY INTERNATIONAL AIRPORT, NY US",11,1,1,-2.4,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986682,338,106.2483396,118.6439792,88.30358371,153.8178237
11,26288,"ALBANY INTERNATIONAL AIRPORT, NY US",12,1,1,-1.7,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,440,136.3758,152.28631,113.245385,197.334357
12,26289,"ALBANY INTERNATIONAL AIRPORT, NY US",13,1,1,-1.3,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,434,134.4044184,150.0849339,111.6134319,194.4869742
13,26290,"ALBANY INTERNATIONAL AIRPORT, NY US",14,1,1,-1,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,282,88.7374476,99.09014982,73.78310921,128.5006584
14,26291,"ALBANY INTERNATIONAL AIRPORT, NY US",15,1,1,-1.1,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,96,30.8464704,34.44522528,25.6862976,44.7078384
15,26292,"ALBANY INTERNATIONAL AIRPORT, NY US",16,1,1,-1.4,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,124,39.7650144,44.40426608,33.10565485,57.62666415
16,26293,"ALBANY INTERNATIONAL AIRPORT, NY US",17,1,1,-1.9,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,11,3.5776059,3.994993255,2.981087553,5.187271959
17,26294,"ALBANY INTERNATIONAL AIRPORT, NY US",18,1,1,-2.4,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,0,0,0,0,0
18,26295,"ALBANY INTERNATIONAL AIRPORT, NY US",19,1,1,-2.8,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
19,26296,"ALBANY INTERNATIONAL AIRPORT, NY US",20,1,1,-3.1,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
20,26297,"ALBANY INTERNATIONAL AIRPORT, NY US",21,1,1,-3.3,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
21,26298,"ALBANY INTERNATIONAL AIRPORT, NY US",22,1,1,-3.5,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
22,26299,"ALBANY INTERNATIONAL AIRPORT, NY US",23,1,1,-3.7,3.7,25.99306584,26.58601174,56.66018179,37.25828755,6.333785767,304.8257352,0,0,0,0,0
23,26300,"ALBANY INTERNATIONAL AIRPORT, NY US",24,1,2,-4.4,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
24,26301,"ALBANY INTERNATIONAL AIRPORT, NY US",1,1,2,-4.2,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
25,26302,"ALBANY INTERNATIONAL AIRPORT, NY US",2,1,2,-4.3,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
26,26303,"ALBANY INTERNATIONAL AIRPORT, NY US",3,1,2,-4.5,3.5,19.23958318,19.87906742,48.84790505,30.22607446,5.689709663,264.7432082,0,0,0,0,0
27,26304,"ALBANY INTERNATIONAL AIRPORT, NY US",4,1,2,-4.6,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
28,26305,"ALBANY INTERNATIONAL AIRPORT, NY US",5,1,2,-4.7,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
29,26306,"ALBANY INTERNATIONAL AIRPORT, NY US",6,1,2,-4.9,3.7,25.99306584,26.58601174,56.66018179,37.25828755,6.333785767,304.8257352,0,0,0,0,0
30,26307,"ALBANY INTERNATIONAL AIRPORT, NY US",7,1,2,-4.9,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
31,26308,"ALBANY INTERNATIONAL AIRPORT, NY US",8,1,2,-4.9,3.7,25.99306584,26.58601174,56.66018179,37.25828755,6.333785767,304.8257352,10,3.28782,3.671399,2.739642813,4.767126938
32,26309,"ALBANY INTERNATIONAL AIRPORT, NY US",9,1,2,-4.2,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,105,34.0859925,38.06269163,28.38215133,49.40130923
33,26310,"ALBANY INTERNATIONAL AIRPORT, NY US",10,1,2,-3.4,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,200,64.0716,71.54662,53.310125,92.818995
34,26311,"ALBANY INTERNATIONAL AIRPORT, NY US",11,1,2,-2.5,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,275,87.0849375,97.24484688,72.4140957,126.1127871
35,26312,"ALBANY INTERNATIONAL AIRPORT, NY US",12,1,2,-1.8,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,326,102.3846684,114.3295464,85.10036641,148.2323976
36,26313,"ALBANY INTERNATIONAL AIRPORT, NY US",13,1,2,-1.4,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,339,106.1541549,118.5388063,88.2236938,153.6798203
37,26314,"ALBANY INTERNATIONAL AIRPORT, NY US",14,1,2,-1.1,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,305,95.7643575,106.9368659,79.61089508,138.6610472
38,26315,"ALBANY INTERNATIONAL AIRPORT, NY US",15,1,2,-1.1,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,169,53.8696119,60.15439996,44.83216843,78.05037008
39,26316,"ALBANY INTERNATIONAL AIRPORT, NY US",16,1,2,-1.4,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,71,22.9007589,25.57251411,19.07352143,33.19541033
40,26317,"ALBANY INTERNATIONAL AIRPORT, NY US",17,1,2,-2.1,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,11,3.5801799,3.997867555,2.983232553,5.191004259
41,26318,"ALBANY INTERNATIONAL AIRPORT, NY US",18,1,2,-2.5,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,0,0,0,0,0
42,26319,"ALBANY INTERNATIONAL AIRPORT, NY US",19,1,2,-2.9,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
43,26320,"ALBANY INTERNATIONAL AIRPORT, NY US",20,1,2,-3.2,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
44,26321,"ALBANY INTERNATIONAL AIRPORT, NY US",21,1,2,-3.4,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
45,26322,"ALBANY INTERNATIONAL AIRPORT, NY US",22,1,2,-3.6,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
46,26323,"ALBANY INTERNATIONAL AIRPORT, NY US",23,1,2,-3.8,3.7,25.99306584,26.58601174,56.66018179,37.25828755,6.333785767,304.8257352,0,0,0,0,0
47,26324,"ALBANY INTERNATIONAL AIRPORT, NY US",24,1,3,-4.6,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
48,26325,"ALBANY INTERNATIONAL AIRPORT, NY US",1,1,3,-4.3,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
49,26326,"ALBANY INTERNATIONAL AIRPORT, NY US",2,1,3,-4.4,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
50,26327,"ALBANY INTERNATIONAL AIRPORT, NY US",3,1,3,-4.7,3.5,19.23958318,19.87906742,48.84790505,30.22607446,5.689709663,264.7432082,0,0,0,0,0
51,26328,"ALBANY INTERNATIONAL AIRPORT, NY US",4,1,3,-4.7,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
52,26329,"ALBANY INTERNATIONAL AIRPORT, NY US",5,1,3,-4.8,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
53,26330,"ALBANY INTERNATIONAL AIRPORT, NY US",6,1,3,-4.9,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
54,26331,"ALBANY INTERNATIONAL AIRPORT, NY US",7,1,3,-5.1,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
55,26332,"ALBANY INTERNATIONAL AIRPORT, NY US",8,1,3,-5.1,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,1,0.3293319,0.367753955,0.274441178,0.477529134
56,26333,"ALBANY INTERNATIONAL AIRPORT, NY US",9,1,3,-4.3,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,21,6.8815719,7.684421955,5.733729553,9.977344059
57,26334,"ALBANY INTERNATIONAL AIRPORT, NY US",10,1,3,-3.5,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,96,31.1160384,34.74624288,25.9109376,45.098712
58,26335,"ALBANY INTERNATIONAL AIRPORT, NY US",11,1,3,-2.6,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986682,211,67.3165749,75.17017531,56.0049038,97.51462126
59,26336,"ALBANY INTERNATIONAL AIRPORT, NY US",12,1,3,-1.9,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,229,72.7269879,81.21180316,60.49717205,105.3429248
60,26337,"ALBANY INTERNATIONAL AIRPORT, NY US",13,1,3,-1.5,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,216,68.5958544,76.59870408,57.0665466,99.365049
61,26338,"ALBANY INTERNATIONAL AIRPORT, NY US",14,1,3,-1.2,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,137,43.8393561,48.95394765,36.49390973,63.52726433
62,26339,"ALBANY INTERNATIONAL AIRPORT, NY US",15,1,3,-1.2,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,58,18.7205556,20.90462042,15.59349321,27.13767184
63,26340,"ALBANY INTERNATIONAL AIRPORT, NY US",16,1,3,-1.6,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986682,26,8.4333444,9.41723458,7.026386413,12.22691584
64,26341,"ALBANY INTERNATIONAL AIRPORT, NY US",17,1,3,-2.1,4.1,42.19719633,40.7576604,72.44872338,52.28748673,7.652127251,388.9054021,4,1.3028664,1.45486748,1.08568885,1.88912235
65,26342,"ALBANY INTERNATIONAL AIRPORT, NY US",18,1,3,-2.6,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
66,26343,"ALBANY INTERNATIONAL AIRPORT, NY US",19,1,3,-3,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
67,26344,"ALBANY INTERNATIONAL AIRPORT, NY US",20,1,3,-3.3,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
68,26345,"ALBANY INTERNATIONAL AIRPORT, NY US",21,1,3,-3.6,3.7,25.99306584,26.58601174,56.66018179,37.25828755,6.333785767,304.8257352,0,0,0,0,0
69,26346,"ALBANY INTERNATIONAL AIRPORT, NY US",22,1,3,-3.7,3.7,25.99306584,26.58601174,56.66018179,37.25828755,6.333785767,304.8257352,0,0,0,0,0
70,26347,"ALBANY INTERNATIONAL AIRPORT, NY US",23,1,3,-3.9,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
71,26348,"ALBANY INTERNATIONAL AIRPORT, NY US",24,1,4,-4.7,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
72,26349,"ALBANY INTERNATIONAL AIRPORT, NY US",1,1,4,-4.4,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
73,26350,"ALBANY INTERNATIONAL AIRPORT, NY US",2,1,4,-4.6,3.5,19.23958318,19.87906742,48.84790505,30.22607446,5.689709663,264.7432082,0,0,0,0,0
74,26351,"ALBANY INTERNATIONAL AIRPORT, NY US",3,1,4,-4.8,3.4,16.1991748,16.70502795,44.83807174,26.9216669,5.370642266,244.565063,0,0,0,0,0
75,26352,"ALBANY INTERNATIONAL AIRPORT, NY US",4,1,4,-4.9,3.5,19.23958318,19.87906742,48.84790505,30.22607446,5.689709663,264.7432082,0,0,0,0,0
76,26353,"ALBANY INTERNATIONAL AIRPORT, NY US",5,1,4,-5,3.5,19.23958318,19.87906742,48.84790505,30.22607446,5.689709663,264.7432082,0,0,0,0,0
77,26354,"ALBANY INTERNATIONAL AIRPORT, NY US",6,1,4,-5.1,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
78,26355,"ALBANY INTERNATIONAL AIRPORT, NY US",7,1,4,-5.2,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
79,26356,"ALBANY INTERNATIONAL AIRPORT, NY US",8,1,4,-5.1,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,13,4.2758391,4.774686995,3.562849103,6.199608309
80,26357,"ALBANY INTERNATIONAL AIRPORT, NY US",9,1,4,-4.4,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,121,39.2404089,43.8184566,32.67000643,56.86754483
81,26358,"ALBANY INTERNATIONAL AIRPORT, NY US",10,1,4,-3.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,216,69.1265664,77.19133248,57.5088066,100.1345814
82,26359,"ALBANY INTERNATIONAL AIRPORT, NY US",11,1,4,-2.7,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986682,294,92.9744424,103.8214607,77.29961741,134.6296431
83,26360,"ALBANY INTERNATIONAL AIRPORT, NY US",12,1,4,-2.1,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,327,102.8020311,114.7956014,85.44681573,148.8361888
84,26361,"ALBANY INTERNATIONAL AIRPORT, NY US",13,1,4,-1.6,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,325,102.0059625,113.9066581,84.78612695,147.6846546
85,26362,"ALBANY INTERNATIONAL AIRPORT, NY US",14,1,4,-1.3,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,247,78.1140711,87.2273794,64.96865623,113.1360259
86,26363,"ALBANY INTERNATIONAL AIRPORT, NY US",15,1,4,-1.3,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,148,47.3194776,52.84008332,39.38751565,68.56679235
87,26364,"ALBANY INTERNATIONAL AIRPORT, NY US",16,1,4,-1.6,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,71,22.9173729,25.59106641,19.08736643,33.21950063
88,26365,"ALBANY INTERNATIONAL AIRPORT, NY US",17,1,4,-2.2,4.1,42.19719633,40.7576604,72.44872338,52.28748673,7.652127251,388.9054021,8,2.6055456,2.90952592,2.1711554,3.7779054
89,26366,"ALBANY INTERNATIONAL AIRPORT, NY US",18,1,4,-2.7,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,0,0,0,0,0
90,26367,"ALBANY INTERNATIONAL AIRPORT, NY US",19,1,4,-3.1,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
91,26368,"ALBANY INTERNATIONAL AIRPORT, NY US",20,1,4,-3.4,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
92,26369,"ALBANY INTERNATIONAL AIRPORT, NY US",21,1,4,-3.6,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
93,26370,"ALBANY INTERNATIONAL AIRPORT, NY US",22,1,4,-3.8,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
94,26371,"ALBANY INTERNATIONAL AIRPORT, NY US",23,1,4,-3.9,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
95,26372,"ALBANY INTERNATIONAL AIRPORT, NY US",24,1,5,-4.8,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
96,26373,"ALBANY INTERNATIONAL AIRPORT, NY US",1,1,5,-4.5,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
97,26374,"ALBANY INTERNATIONAL AIRPORT, NY US",2,1,5,-4.7,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
98,26375,"ALBANY INTERNATIONAL AIRPORT, NY US",3,1,5,-4.9,3.5,19.23958318,19.87906742,48.84790505,30.22607446,5.689709663,264.7432082,0,0,0,0,0
99,26376,"ALBANY INTERNATIONAL AIRPORT, NY US",4,1,5,-4.9,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
100,26377,"ALBANY INTERNATIONAL AIRPORT, NY US",5,1,5,-5.1,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
101,26378,"ALBANY INTERNATIONAL AIRPORT, NY US",6,1,5,-5.2,3.7,25.99306584,26.58601174,56.66018179,37.25828755,6.333785767,304.8257352,0,0,0,0,0
102,26379,"ALBANY INTERNATIONAL AIRPORT, NY US",7,1,5,-5.3,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
103,26380,"ALBANY INTERNATIONAL AIRPORT, NY US",8,1,5,-5.3,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,2,0.6590616,0.73595212,0.549209713,0.955630838
104,26381,"ALBANY INTERNATIONAL AIRPORT, NY US",9,1,5,-4.6,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,21,6.8889429,7.692652905,5.739872053,9.988032009
105,26382,"ALBANY INTERNATIONAL AIRPORT, NY US",10,1,5,-3.7,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,17,5.5612491,6.210061495,4.633775478,8.063198334
106,26383,"ALBANY INTERNATIONAL AIRPORT, NY US",11,1,5,-2.8,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986682,24,7.8200064,8.73234048,6.5154786,11.3377878
107,26384,"ALBANY INTERNATIONAL AIRPORT, NY US",12,1,5,-2.2,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,20,6.50544,7.264408,5.42037125,9.43203975
108,26385,"ALBANY INTERNATIONAL AIRPORT, NY US",13,1,5,-1.8,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,22,7.1441436,7.97762702,5.952450213,10.35798184
109,26386,"ALBANY INTERNATIONAL AIRPORT, NY US",14,1,5,-1.4,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,26,8.4272604,9.41044078,7.021316412,12.21809404
110,26387,"ALBANY INTERNATIONAL AIRPORT, NY US",15,1,5,-1.4,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,50,16.16415,18.0499675,13.46494531,23.43271594
111,26388,"ALBANY INTERNATIONAL AIRPORT, NY US",16,1,5,-1.7,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,23,7.4653791,8.336339995,6.220053228,10.82367788
112,26389,"ALBANY INTERNATIONAL AIRPORT, NY US",17,1,5,-2.3,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,4,1.3038024,1.45591268,1.08646885,1.89047955
113,26390,"ALBANY INTERNATIONAL AIRPORT, NY US",18,1,5,-2.8,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
114,26391,"ALBANY INTERNATIONAL AIRPORT, NY US",19,1,5,-3.3,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
115,26392,"ALBANY INTERNATIONAL AIRPORT, NY US",20,1,5,-3.6,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
116,26393,"ALBANY INTERNATIONAL AIRPORT, NY US",21,1,5,-3.8,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
117,26394,"ALBANY INTERNATIONAL AIRPORT, NY US",22,1,5,-4,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
118,26395,"ALBANY INTERNATIONAL AIRPORT, NY US",23,1,5,-4.2,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
119,26396,"ALBANY INTERNATIONAL AIRPORT, NY US",24,1,6,-5,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
120,26397,"ALBANY INTERNATIONAL AIRPORT, NY US",1,1,6,-4.7,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
121,26398,"ALBANY INTERNATIONAL AIRPORT, NY US",2,1,6,-4.9,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
122,26399,"ALBANY INTERNATIONAL AIRPORT, NY US",3,1,6,-5.1,3.4,16.1991748,16.70502795,44.83807174,26.9216669,5.370642266,244.565063,0,0,0,0,0
123,26400,"ALBANY INTERNATIONAL AIRPORT, NY US",4,1,6,-5.1,3.5,19.23958318,19.87906742,48.84790505,30.22607446,5.689709663,264.7432082,0,0,0,0,0
124,26401,"ALBANY INTERNATIONAL AIRPORT, NY US",5,1,6,-5.2,3.5,19.23958318,19.87906742,48.84790505,30.22607446,5.689709663,264.7432082,0,0,0,0,0
125,26402,"ALBANY INTERNATIONAL AIRPORT, NY US",6,1,6,-5.3,3.7,25.99306584,26.58601174,56.66018179,37.25828755,6.333785767,304.8257352,0,0,0,0,0
126,26403,"ALBANY INTERNATIONAL AIRPORT, NY US",7,1,6,-5.4,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
127,26404,"ALBANY INTERNATIONAL AIRPORT, NY US",8,1,6,-5.4,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,2,0.6592956,0.73621342,0.549404713,0.955970138
128,26405,"ALBANY INTERNATIONAL AIRPORT, NY US",9,1,6,-4.7,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,15,4.9255875,5.500239375,4.104190078,7.141624734
129,26406,"ALBANY INTERNATIONAL AIRPORT, NY US",10,1,6,-3.8,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,31,10.1294949,11.31126931,8.439254678,14.68572968
130,26407,"ALBANY INTERNATIONAL AIRPORT, NY US",11,1,6,-2.9,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986682,131,42.2075319,47.13174396,35.1373878,61.16452921
131,26408,"ALBANY INTERNATIONAL AIRPORT, NY US",12,1,6,-2.3,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,214,68.1760344,76.12990508,56.71847841,98.75813374
132,26409,"ALBANY INTERNATIONAL AIRPORT, NY US",13,1,6,-1.9,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,341,106.9559799,119.4341776,88.88906355,154.8395825
133,26410,"ALBANY INTERNATIONAL AIRPORT, NY US",14,1,6,-1.6,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,230,72.95577,81.4672765,60.68687281,105.6736854
134,26411,"ALBANY INTERNATIONAL AIRPORT, NY US",15,1,6,-1.6,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,79,25.4774289,28.44979561,21.21826018,36.92903708
135,26412,"ALBANY INTERNATIONAL AIRPORT, NY US",16,1,6,-1.9,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,32,10.3839936,11.59545952,8.6512064,15.0546192
136,26413,"ALBANY INTERNATIONAL AIRPORT, NY US",17,1,6,-2.5,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,7,2.2825551,2.548853195,1.902027728,3.309600984
137,26414,"ALBANY INTERNATIONAL AIRPORT, NY US",18,1,6,-3,4.1,42.19719633,40.7576604,72.44872338,52.28748673,7.652127251,388.9054021,0,0,0,0,0
138,26415,"ALBANY INTERNATIONAL AIRPORT, NY US",19,1,6,-3.4,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,0,0,0,0,0
139,26416,"ALBANY INTERNATIONAL AIRPORT, NY US",20,1,6,-3.7,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
