,Unnamed: 0,name,time,month,day,hourly_temperature(binghamton),hourly_wind_speed(binghamton),AWT26_Power(binghamton),AWP_200_Power(binghamton),D2CF_200_Power(binghamton),AN_Bonus_150/30_Power(binghamton),Aria_20_Power(binghamton),WWD-1_D64_Power(binghamton),solar(binghamton),Solar_AllMax(binghamton),Solar_TrinaSolar(binghamton),Solar_Mitsubishi(binghamton),Solar_FirstSolar(binghamton)
0,43795,"BINGHAMTON GREATER AP, NY US",1,1,1,-4.3,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
1,43796,"BINGHAMTON GREATER AP, NY US",2,1,1,-4.4,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
2,43797,"BINGHAMTON GREATER AP, NY US",3,1,1,-4.6,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
3,43798,"BINGHAMTON GREATER AP, NY US",4,1,1,-4.7,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
4,43799,"BINGHAMTON GREATER AP, NY US",5,1,1,-4.8,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
5,43800,"BINGHAMTON GREATER AP, NY US",6,1,1,-4.8,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
6,43801,"BINGHAMTON GREATER AP, NY US",7,1,1,-4.9,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
7,43802,"BINGHAMTON GREATER AP, NY US",8,1,1,-4.9,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,3,0.9870831,1.102242795,0.822550603,1.431251409
8,43803,"BINGHAMTON GREATER AP, NY US",9,1,1,-4.5,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,21,6.8864859,7.689909255,5.737824553,9.984469359
9,43804,"BINGHAMTON GREATER AP, NY US",10,1,1,-3.8,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,42,13.7076156,15.30683742,11.41935821,19.87230184
10,43805,"BINGHAMTON GREATER AP, NY US",11,1,1,-3.2,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,338,106.5647076,118.9972568,88.56722371,154.2765573
11,43806,"BINGHAMTON GREATER AP, NY US",12,1,1,-2.6,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,440,136.83912,152.803684,113.631485,198.006171
12,43807,"BINGHAMTON GREATER AP, NY US",13,1,1,-2.2,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,434,134.8614204,150.5952528,111.9942669,195.1496271
13,43808,"BINGHAMTON GREATER AP, NY US",14,1,1,-1.9,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,282,89.0343936,99.42173952,74.03056421,128.9312301
14,43809,"BINGHAMTON GREATER AP, NY US",15,1,1,-1.9,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,96,30.9363264,34.54556448,25.7611776,44.8381296
15,43810,"BINGHAMTON GREATER AP, NY US",16,1,1,-2.2,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,124,39.8810784,44.53387088,33.20237485,57.79495695
16,43811,"BINGHAMTON GREATER AP, NY US",17,1,1,-2.7,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,11,3.5879019,4.006490455,2.989667553,5.202201159
17,43812,"BINGHAMTON GREATER AP, NY US",18,1,1,-3.1,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
18,43813,"BINGHAMTON GREATER AP, NY US",19,1,1,-3.3,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
19,43814,"BINGHAMTON GREATER AP, NY US",20,1,1,-3.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
20,43815,"BINGHAMTON GREATER AP, NY US",21,1,1,-3.8,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
21,43816,"BINGHAMTON GREATER AP, NY US",22,1,1,-3.9,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
22,43817,"BINGHAMTON GREATER AP, NY US",23,1,1,-4.1,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
23,43818,"BINGHAMTON GREATER AP, NY US",24,1,2,-4.9,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
24,43819,"BINGHAMTON GREATER AP, NY US",1,1,2,-4.4,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
25,43820,"BINGHAMTON GREATER AP, NY US",2,1,2,-4.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
26,43821,"BINGHAMTON GREATER AP, NY US",3,1,2,-4.7,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
27,43822,"BINGHAMTON GREATER AP, NY US",4,1,2,-4.8,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
28,43823,"BINGHAMTON GREATER AP, NY US",5,1,2,-4.8,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
29,43824,"BINGHAMTON GREATER AP, NY US",6,1,2,-4.9,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
30,43825,"BINGHAMTON GREATER AP, NY US",7,1,2,-5,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
31,43826,"BINGHAMTON GREATER AP, NY US",8,1,2,-5,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,10,3.28899,3.6727055,2.740617813,4.768823438
32,43827,"BINGHAMTON GREATER AP, NY US",9,1,2,-4.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,105,34.1351325,38.11756463,28.42310133,49.47256223
33,43828,"BINGHAMTON GREATER AP, NY US",10,1,2,-3.9,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,200,64.1886,71.67727,53.407625,92.988645
34,43829,"BINGHAMTON GREATER AP, NY US",11,1,2,-3.2,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,275,87.3101625,97.49634813,72.6017832,126.4393634
35,43830,"BINGHAMTON GREATER AP, NY US",12,1,2,-2.7,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,326,102.7279464,114.7128735,85.38643141,148.7301507
36,43831,"BINGHAMTON GREATER AP, NY US",13,1,2,-2.2,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,339,106.4714589,118.8931291,88.4881138,154.1399111
37,43832,"BINGHAMTON GREATER AP, NY US",14,1,2,-1.9,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,305,96.0498375,107.2556519,79.84879508,139.0749932
38,43833,"BINGHAMTON GREATER AP, NY US",15,1,2,-1.9,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,169,54.0277959,60.33103875,44.96398843,78.27973688
39,43834,"BINGHAMTON GREATER AP, NY US",16,1,2,-2.2,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,71,22.9672149,25.64672331,19.12890143,33.29177153
40,43835,"BINGHAMTON GREATER AP, NY US",17,1,2,-2.8,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,11,3.5891889,4.007927605,2.990740053,5.204067309
41,43836,"BINGHAMTON GREATER AP, NY US",18,1,2,-3.2,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
42,43837,"BINGHAMTON GREATER AP, NY US",19,1,2,-3.4,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
43,43838,"BINGHAMTON GREATER AP, NY US",20,1,2,-3.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
44,43839,"BINGHAMTON GREATER AP, NY US",21,1,2,-3.8,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
45,43840,"BINGHAMTON GREATER AP, NY US",22,1,2,-4,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
46,43841,"BINGHAMTON GREATER AP, NY US",23,1,2,-4.2,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
47,43842,"BINGHAMTON GREATER AP, NY US",24,1,3,-4.9,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
48,43843,"BINGHAMTON GREATER AP, NY US",1,1,3,-4.4,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
49,43844,"BINGHAMTON GREATER AP, NY US",2,1,3,-4.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
50,43845,"BINGHAMTON GREATER AP, NY US",3,1,3,-4.7,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
51,43846,"BINGHAMTON GREATER AP, NY US",4,1,3,-4.8,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
52,43847,"BINGHAMTON GREATER AP, NY US",5,1,3,-4.9,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
53,43848,"BINGHAMTON GREATER AP, NY US",6,1,3,-4.9,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
54,43849,"BINGHAMTON GREATER AP, NY US",7,1,3,-5.1,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
55,43850,"BINGHAMTON GREATER AP, NY US",8,1,3,-5.1,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,1,0.3293319,0.367753955,0.274441178,0.477529134
56,43851,"BINGHAMTON GREATER AP, NY US",9,1,3,-4.6,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,21,6.8889429,7.692652905,5.739872053,9.988032009
57,43852,"BINGHAMTON GREATER AP, NY US",10,1,3,-3.9,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,96,31.1609664,34.79641248,25.9483776,45.1638576
58,43853,"BINGHAMTON GREATER AP, NY US",11,1,3,-3.3,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,211,67.4893839,75.36314536,56.1489113,97.76519431
59,43854,"BINGHAMTON GREATER AP, NY US",12,1,3,-2.7,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,229,72.9413319,81.45115396,60.67579205,105.6537236
60,43855,"BINGHAMTON GREATER AP, NY US",13,1,3,-2.3,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,216,68.7980304,76.82446728,57.2350266,99.6582042
61,43856,"BINGHAMTON GREATER AP, NY US",14,1,3,-2,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,137,43.9675881,49.09714005,36.60076973,63.71320073
62,43857,"BINGHAMTON GREATER AP, NY US",15,1,3,-2,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,58,18.7748436,20.96524202,15.63873321,27.21638944
63,43858,"BINGHAMTON GREATER AP, NY US",16,1,3,-2.3,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,26,8.4546384,9.44101288,7.044131412,12.25779214
64,43859,"BINGHAMTON GREATER AP, NY US",17,1,3,-2.8,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,4,1.3061424,1.45852568,1.08841885,1.89387255
65,43860,"BINGHAMTON GREATER AP, NY US",18,1,3,-3.2,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
66,43861,"BINGHAMTON GREATER AP, NY US",19,1,3,-3.5,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
67,43862,"BINGHAMTON GREATER AP, NY US",20,1,3,-3.7,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
68,43863,"BINGHAMTON GREATER AP, NY US",21,1,3,-3.9,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
69,43864,"BINGHAMTON GREATER AP, NY US",22,1,3,-4.1,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
70,43865,"BINGHAMTON GREATER AP, NY US",23,1,3,-4.2,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
71,43866,"BINGHAMTON GREATER AP, NY US",24,1,4,-4.9,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
72,43867,"BINGHAMTON GREATER AP, NY US",1,1,4,-4.5,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
73,43868,"BINGHAMTON GREATER AP, NY US",2,1,4,-4.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
74,43869,"BINGHAMTON GREATER AP, NY US",3,1,4,-4.8,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
75,43870,"BINGHAMTON GREATER AP, NY US",4,1,4,-4.9,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
76,43871,"BINGHAMTON GREATER AP, NY US",5,1,4,-4.9,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
77,43872,"BINGHAMTON GREATER AP, NY US",6,1,4,-5,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
78,43873,"BINGHAMTON GREATER AP, NY US",7,1,4,-5.1,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
79,43874,"BINGHAMTON GREATER AP, NY US",8,1,4,-5.1,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,13,4.2758391,4.774686995,3.562849103,6.199608309
80,43875,"BINGHAMTON GREATER AP, NY US",9,1,4,-4.7,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,121,39.2828799,43.86588256,32.70539893,56.92912778
81,43876,"BINGHAMTON GREATER AP, NY US",10,1,4,-4,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,216,69.2276544,77.30421408,57.5930466,100.281159
82,43877,"BINGHAMTON GREATER AP, NY US",11,1,4,-3.3,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,294,93.1808304,104.0519273,77.47160741,134.9289057
83,43878,"BINGHAMTON GREATER AP, NY US",12,1,4,-2.8,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,327,103.0698441,115.0946592,85.66999323,149.2245176
84,43879,"BINGHAMTON GREATER AP, NY US",13,1,4,-2.4,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,325,102.3101625,114.2463481,85.03962695,148.1257446
85,43880,"BINGHAMTON GREATER AP, NY US",14,1,4,-2.1,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,247,78.3452631,87.48554379,65.16131623,113.4712543
86,43881,"BINGHAMTON GREATER AP, NY US",15,1,4,-2.1,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,148,47.4580056,52.99477292,39.50295565,68.76765795
87,43882,"BINGHAMTON GREATER AP, NY US",16,1,4,-2.4,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,71,22.9838289,25.6652756,19.14274643,33.31586183
88,43883,"BINGHAMTON GREATER AP, NY US",17,1,4,-2.9,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,8,2.6120976,2.91684232,2.1766154,3.7874058
89,43884,"BINGHAMTON GREATER AP, NY US",18,1,4,-3.3,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
90,43885,"BINGHAMTON GREATER AP, NY US",19,1,4,-3.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
91,43886,"BINGHAMTON GREATER AP, NY US",20,1,4,-3.8,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
92,43887,"BINGHAMTON GREATER AP, NY US",21,1,4,-4.1,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
93,43888,"BINGHAMTON GREATER AP, NY US",22,1,4,-4.2,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
94,43889,"BINGHAMTON GREATER AP, NY US",23,1,4,-4.3,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
95,43890,"BINGHAMTON GREATER AP, NY US",24,1,5,-5.1,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986682,0,0,0,0,0
96,43891,"BINGHAMTON GREATER AP, NY US",1,1,5,-4.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
97,43892,"BINGHAMTON GREATER AP, NY US",2,1,5,-4.7,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
98,43893,"BINGHAMTON GREATER AP, NY US",3,1,5,-4.8,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
99,43894,"BINGHAMTON GREATER AP, NY US",4,1,5,-5,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
100,43895,"BINGHAMTON GREATER AP, NY US",5,1,5,-5.1,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
101,43896,"BINGHAMTON GREATER AP, NY US",6,1,5,-5.1,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
102,43897,"BINGHAMTON GREATER AP, NY US",7,1,5,-5.2,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
103,43898,"BINGHAMTON GREATER AP, NY US",8,1,5,-5.2,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,2,0.6588276,0.73569082,0.549014713,0.955291538
104,43899,"BINGHAMTON GREATER AP, NY US",9,1,5,-4.8,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,21,6.8938569,7.698140205,5.743967053,9.995157309
105,43900,"BINGHAMTON GREATER AP, NY US",10,1,5,-4.1,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,17,5.5692051,6.218945695,4.640405478,8.074734534
106,43901,"BINGHAMTON GREATER AP, NY US",11,1,5,-3.4,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,24,7.8368544,8.75115408,6.5295186,11.3622174
107,43902,"BINGHAMTON GREATER AP, NY US",12,1,5,-2.9,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,20,6.52182,7.282699,5.43402125,9.45579075
108,43903,"BINGHAMTON GREATER AP, NY US",13,1,5,-2.5,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,22,7.1621616,7.99774712,5.967465213,10.38410794
109,43904,"BINGHAMTON GREATER AP, NY US",14,1,5,-2.2,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,26,8.4515964,9.43761598,7.041596413,12.25338124
110,43905,"BINGHAMTON GREATER AP, NY US",15,1,5,-2.2,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,50,16.21095,18.1022275,13.50394531,23.50057594
111,43906,"BINGHAMTON GREATER AP, NY US",16,1,5,-2.4,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,23,7.4842161,8.357374645,6.235750728,10.85099153
112,43907,"BINGHAMTON GREATER AP, NY US",17,1,5,-3.1,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,4,1.3075464,1.46009348,1.08958885,1.89590835
113,43908,"BINGHAMTON GREATER AP, NY US",18,1,5,-3.4,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
114,43909,"BINGHAMTON GREATER AP, NY US",19,1,5,-3.7,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
115,43910,"BINGHAMTON GREATER AP, NY US",20,1,5,-3.9,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
116,43911,"BINGHAMTON GREATER AP, NY US",21,1,5,-4.1,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
117,43912,"BINGHAMTON GREATER AP, NY US",22,1,5,-4.3,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
118,43913,"BINGHAMTON GREATER AP, NY US",23,1,5,-4.4,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
119,43914,"BINGHAMTON GREATER AP, NY US",24,1,6,-5.2,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
120,43915,"BINGHAMTON GREATER AP, NY US",1,1,6,-4.7,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
121,43916,"BINGHAMTON GREATER AP, NY US",2,1,6,-4.8,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
122,43917,"BINGHAMTON GREATER AP, NY US",3,1,6,-4.9,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
123,43918,"BINGHAMTON GREATER AP, NY US",4,1,6,-5.1,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
124,43919,"BINGHAMTON GREATER AP, NY US",5,1,6,-5.1,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
125,43920,"BINGHAMTON GREATER AP, NY US",6,1,6,-5.2,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
126,43921,"BINGHAMTON GREATER AP, NY US",7,1,6,-5.3,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
127,43922,"BINGHAMTON GREATER AP, NY US",8,1,6,-5.3,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,2,0.6590616,0.73595212,0.549209713,0.955630838
128,43923,"BINGHAMTON GREATER AP, NY US",9,1,6,-4.8,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,15,4.9273425,5.502199125,4.105652578,7.144169484
129,43924,"BINGHAMTON GREATER AP, NY US",10,1,6,-4.2,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,31,10.1440029,11.32746991,8.451344678,14.70676628
130,43925,"BINGHAMTON GREATER AP, NY US",11,1,6,-3.6,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,131,42.3148209,47.25155001,35.2267953,61.32009826
131,43926,"BINGHAMTON GREATER AP, NY US",12,1,6,-3,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,214,68.3513004,76.32561878,56.86453341,99.01226944
132,43927,"BINGHAMTON GREATER AP, NY US",13,1,6,-2.6,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,341,107.2352589,119.7460391,89.12179605,155.244537
133,43928,"BINGHAMTON GREATER AP, NY US",14,1,6,-2.3,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,230,73.14414,81.677623,60.84384781,105.9468219
134,43929,"BINGHAMTON GREATER AP, NY US",15,1,6,-2.3,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,79,25.5421299,28.52204506,21.27217768,37.02285353
135,43930,"BINGHAMTON GREATER AP, NY US",16,1,6,-2.6,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,32,10.4102016,11.62472512,8.6730464,15.0926208
136,43931,"BINGHAMTON GREATER AP, NY US",17,1,6,-3.2,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,7,2.2882881,2.555255045,1.906805228,3.317913834
137,43932,"BINGHAMTON GREATER AP, NY US",18,1,6,-3.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
138,43933,"BINGHAMTON GREATER AP, NY US",19,1,6,-3.8,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
139,43934,"BINGHAMTON GREATER AP, NY US",20,1,6,-4.1,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
140,43935,"BINGHAMTON GREATER AP, NY US",21,1,6,-4.3,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
141,43936,"BINGHAMTON GREATER AP, NY US",22,1,6,-4.4,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
142,43937,"BINGHAMTON GREATER AP, NY US",23,1,6,-4.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
143,43938,"BINGHAMTON GREATER AP, NY US",24,1,7,-5.5,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
144,43939,"BINGHAMTON GREATER AP, NY US",1,1,7,-4.9,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
145,43940,"BINGHAMTON GREATER AP, NY US",2,1,7,-5,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
146,43941,"BINGHAMTON GREATER AP, NY US",3,1,7,-5.1,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
147,43942,"BINGHAMTON GREATER AP, NY US",4,1,7,-5.2,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
148,43943,"BINGHAMTON GREATER AP, NY US",5,1,7,-5.3,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
