,Unnamed: 0,name,time,month,day,hourly_temperature(nyc),hourly_wind_speed(nyc),AWT26_Power(nyc),AWP_200_Power(nyc),D2CF_200_Power(nyc),AN_Bonus_150/30_Power(nyc),Aria_20_Power(nyc),WWD-1_D64_Power(nyc),solar(nyc),Solar_AllMax(nyc),Solar_TrinaSolar(nyc),Solar_Mitsubishi(nyc),Solar_FirstSolar(nyc)
4411,4411,"LA GUARDIA AIRPORT, NY US",20,7,3,24.7,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,9,2.6476659,2.956560255,2.206220428,3.838943784
4412,4412,"LA GUARDIA AIRPORT, NY US",21,7,3,24.2,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
4413,4413,"LA GUARDIA AIRPORT, NY US",22,7,3,23.8,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
4414,4414,"LA GUARDIA AIRPORT, NY US",23,7,3,23.4,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
4415,4415,"LA GUARDIA AIRPORT, NY US",24,7,4,22.8,4.1,42.19719633,40.7576604,72.44872338,52.28748673,7.652127251,388.9054021,0,0,0,0,0
4416,4416,"LA GUARDIA AIRPORT, NY US",1,7,4,22.6,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
4417,4417,"LA GUARDIA AIRPORT, NY US",2,7,4,22.2,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
4418,4418,"LA GUARDIA AIRPORT, NY US",3,7,4,21.8,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,0,0,0,0,0
4419,4419,"LA GUARDIA AIRPORT, NY US",4,7,4,21.5,3.4,16.1991748,16.70502795,44.83807174,26.9216669,5.370642266,244.565063,0,0,0,0,0
4420,4420,"LA GUARDIA AIRPORT, NY US",5,7,4,21.4,3.4,16.1991748,16.70502795,44.83807174,26.9216669,5.370642266,244.565063,8,2.3846496,2.66285872,1.9870754,3.4576062
4421,4421,"LA GUARDIA AIRPORT, NY US",6,7,4,21.8,3.7,25.99306584,26.58601174,56.66018179,37.25828755,6.333785767,304.8257352,112,32.9238336,36.76494752,27.4105384,47.7129576
4422,4422,"LA GUARDIA AIRPORT, NY US",7,7,4,22.3,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,305,87.4140675,97.61237538,72.65232008,126.5531267
4423,4423,"LA GUARDIA AIRPORT, NY US",8,7,4,23.4,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,486,135.5762124,151.3934372,112.4908084,196.0846248
4424,4424,"LA GUARDIA AIRPORT, NY US",9,7,4,24.3,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,646,175.9021824,196.4241037,145.7205254,254.1731937
4425,4425,"LA GUARDIA AIRPORT, NY US",10,7,4,25.4,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,798,212.0064156,236.7404974,175.3526347,306.0588801
4426,4426,"LA GUARDIA AIRPORT, NY US",11,7,4,26.3,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,905,236.0814675,263.6243054,195.0376388,340.581283
4427,4427,"LA GUARDIA AIRPORT, NY US",12,7,4,27.1,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,948,244.9804536,273.5615065,202.2883756,353.3158436
4428,4428,"LA GUARDIA AIRPORT, NY US",13,7,4,27.4,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,836,219.0306624,244.5842397,181.0775269,316.1123642
4429,4429,"LA GUARDIA AIRPORT, NY US",14,7,4,27.7,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,881,229.1198199,255.8504656,189.3250747,330.5777924
4430,4430,"LA GUARDIA AIRPORT, NY US",15,7,4,27.7,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,767,202.5411531,226.1709543,167.565433,292.4371316
4431,4431,"LA GUARDIA AIRPORT, NY US",16,7,4,27.4,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,664,177.9756384,198.7394629,147.3995506,257.1297006
4432,4432,"LA GUARDIA AIRPORT, NY US",17,7,4,26.9,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,469,129.1931319,144.265664,107.2052116,186.8635865
4433,4433,"LA GUARDIA AIRPORT, NY US",18,7,4,26.3,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,277,78.3650451,87.5076337,65.14523135,113.466602
4434,4434,"LA GUARDIA AIRPORT, NY US",19,7,4,25.6,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,102,29.5665156,33.01594242,24.61720721,42.84938464
4435,4435,"LA GUARDIA AIRPORT, NY US",20,7,4,24.7,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,9,2.6476659,2.956560255,2.206220428,3.838943784
4436,4436,"LA GUARDIA AIRPORT, NY US",21,7,4,24.3,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
4437,4437,"LA GUARDIA AIRPORT, NY US",22,7,4,23.9,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
4438,4438,"LA GUARDIA AIRPORT, NY US",23,7,4,23.4,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
4439,4439,"LA GUARDIA AIRPORT, NY US",24,7,5,22.8,4.1,42.19719633,40.7576604,72.44872338,52.28748673,7.652127251,388.9054021,0,0,0,0,0
4440,4440,"LA GUARDIA AIRPORT, NY US",1,7,5,22.7,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
4441,4441,"LA GUARDIA AIRPORT, NY US",2,7,5,22.2,3.7,25.99306584,26.58601174,56.66018179,37.25828755,6.333785767,304.8257352,0,0,0,0,0
4442,4442,"LA GUARDIA AIRPORT, NY US",3,7,5,21.9,3.5,19.23958318,19.87906742,48.84790505,30.22607446,5.689709663,264.7432082,0,0,0,0,0
4443,4443,"LA GUARDIA AIRPORT, NY US",4,7,5,21.6,3.4,16.1991748,16.70502795,44.83807174,26.9216669,5.370642266,244.565063,0,0,0,0,0
4444,4444,"LA GUARDIA AIRPORT, NY US",5,7,5,21.4,3.4,16.1991748,16.70502795,44.83807174,26.9216669,5.370642266,244.565063,11,3.2777349,3.660137305,2.731195053,4.752459009
4445,4445,"LA GUARDIA AIRPORT, NY US",6,7,5,21.8,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,145,42.4566525,47.40992862,35.33698258,61.51755998
4446,4446,"LA GUARDIA AIRPORT, NY US",7,7,5,22.4,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,311,89.0318049,99.41884881,73.99277693,128.8910081
4447,4447,"LA GUARDIA AIRPORT, NY US",8,7,5,23.4,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,447,125.3085381,139.9278675,104.0098025,181.2736603
4448,4448,"LA GUARDIA AIRPORT, NY US",9,7,5,24.4,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,490,136.04997,151.9224665,112.8775178,196.7632944
4449,4449,"LA GUARDIA AIRPORT, NY US",10,7,5,25.3,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,683,184.2909531,205.7915643,152.6092874,266.2326338
4450,4450,"LA GUARDIA AIRPORT, NY US",11,7,5,26.3,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,875,229.1769375,255.9142469,189.394502,330.6829559
4451,4451,"LA GUARDIA AIRPORT, NY US",12,7,5,27,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,911,236.7086829,264.3246959,195.5377432,341.467639
4452,4452,"LA GUARDIA AIRPORT, NY US",13,7,5,27.4,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,878,228.7402476,255.4266098,189.0196977,330.0386031
4453,4453,"LA GUARDIA AIRPORT, NY US",14,7,5,27.7,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,789,207.7414119,231.97791,171.8280576,299.9049137
4454,4454,"LA GUARDIA AIRPORT, NY US",15,7,5,27.7,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,662,177.2536776,197.9332733,146.8034112,256.0884813
4455,4455,"LA GUARDIA AIRPORT, NY US",16,7,5,27.4,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,545,148.3558125,165.6639906,123.0144451,214.4860495
4456,4456,"LA GUARDIA AIRPORT, NY US",17,7,5,26.9,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,450,124.2594,138.75633,103.1299453,179.7467034
4457,4457,"LA GUARDIA AIRPORT, NY US",18,7,5,26.3,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,266,75.3557784,84.14728588,62.64988441,109.1158317
4458,4458,"LA GUARDIA AIRPORT, NY US",19,7,5,25.6,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,98,28.4208036,31.73656402,23.66410471,41.18979874
4459,4459,"LA GUARDIA AIRPORT, NY US",20,7,5,24.7,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,6,1.7657424,1.97174568,1.471377413,2.560250138
4460,4460,"LA GUARDIA AIRPORT, NY US",21,7,5,24.3,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
4461,4461,"LA GUARDIA AIRPORT, NY US",22,7,5,23.9,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
4462,4462,"LA GUARDIA AIRPORT, NY US",23,7,5,23.4,4.1,42.19719633,40.7576604,72.44872338,52.28748673,7.652127251,388.9054021,0,0,0,0,0
4463,4463,"LA GUARDIA AIRPORT, NY US",24,7,6,22.9,4.1,42.19719633,40.7576604,72.44872338,52.28748673,7.652127251,388.9054021,0,0,0,0,0
4464,4464,"LA GUARDIA AIRPORT, NY US",1,7,6,22.7,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
4465,4465,"LA GUARDIA AIRPORT, NY US",2,7,6,22.3,3.7,25.99306584,26.58601174,56.66018179,37.25828755,6.333785767,304.8257352,0,0,0,0,0
4466,4466,"LA GUARDIA AIRPORT, NY US",3,7,6,21.9,3.5,19.23958318,19.87906742,48.84790505,30.22607446,5.689709663,264.7432082,0,0,0,0,0
4467,4467,"LA GUARDIA AIRPORT, NY US",4,7,6,21.6,3.4,16.1991748,16.70502795,44.83807174,26.9216669,5.370642266,244.565063,0,0,0,0,0
4468,4468,"LA GUARDIA AIRPORT, NY US",5,7,6,21.5,3.4,16.1991748,16.70502795,44.83807174,26.9216669,5.370642266,244.565063,6,1.7882064,1.99683048,1.490097413,2.592822938
4469,4469,"LA GUARDIA AIRPORT, NY US",6,7,6,21.8,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,85,25.0673925,27.99192163,20.87452445,36.33239761
4470,4470,"LA GUARDIA AIRPORT, NY US",7,7,6,22.4,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,293,84.0639561,93.87141765,69.87542835,121.7106828
4471,4471,"LA GUARDIA AIRPORT, NY US",8,7,6,23.4,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,464,129.7973184,144.9403389,107.7183656,187.7495496
4472,4472,"LA GUARDIA AIRPORT, NY US",9,7,6,24.4,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,620,169.3158,189.06931,140.3000713,244.6927417
4473,4473,"LA GUARDIA AIRPORT, NY US",10,7,6,25.4,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,730,195.68307,218.5127615,161.9651228,282.6103704
4474,4474,"LA GUARDIA AIRPORT, NY US",11,7,6,26.3,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,820,216.35454,241.595903,178.9023213,312.2881748
4475,4475,"LA GUARDIA AIRPORT, NY US",12,7,6,27,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,967,249.3586461,278.4504881,205.8614842,359.5870637
4476,4476,"LA GUARDIA AIRPORT, NY US",13,7,6,27.4,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,808,212.4888096,237.2791707,175.7213554,306.7242942
4477,4477,"LA GUARDIA AIRPORT, NY US",14,7,6,27.7,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,793,208.6832631,233.0296438,172.5998227,301.2571786
4478,4478,"LA GUARDIA AIRPORT, NY US",15,7,6,27.7,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,722,191.7984336,214.1749175,158.7519927,277.0022808
4479,4479,"LA GUARDIA AIRPORT, NY US",16,7,6,27.4,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,96,27.6453504,30.87064128,23.0186976,40.0662144
4480,4480,"LA GUARDIA AIRPORT, NY US",17,7,6,26.9,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,193,55.0344711,61.4551594,45.78488398,79.72099193
4481,4481,"LA GUARDIA AIRPORT, NY US",18,7,6,26.3,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,8,2.3387856,2.61164392,1.9488554,3.3911034
4482,4482,"LA GUARDIA AIRPORT, NY US",19,7,6,25.7,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,16,4.6843104,5.23081328,3.9030616,6.7917072
4483,4483,"LA GUARDIA AIRPORT, NY US",20,7,6,24.8,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,4,1.1769744,1.31428808,0.98077885,1.70657895
4484,4484,"LA GUARDIA AIRPORT, NY US",21,7,6,24.4,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
4485,4485,"LA GUARDIA AIRPORT, NY US",22,7,6,24,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
4486,4486,"LA GUARDIA AIRPORT, NY US",23,7,6,23.5,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
4487,4487,"LA GUARDIA AIRPORT, NY US",24,7,7,22.9,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,0,0,0,0,0
4488,4488,"LA GUARDIA AIRPORT, NY US",1,7,7,22.7,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
4489,4489,"LA GUARDIA AIRPORT, NY US",2,7,7,22.3,3.7,25.99306584,26.58601174,56.66018179,37.25828755,6.333785767,304.8257352,0,0,0,0,0
4490,4490,"LA GUARDIA AIRPORT, NY US",3,7,7,21.9,3.5,19.23958318,19.87906742,48.84790505,30.22607446,5.689709663,264.7432082,0,0,0,0,0
4491,4491,"LA GUARDIA AIRPORT, NY US",4,7,7,21.7,3.4,16.1991748,16.70502795,44.83807174,26.9216669,5.370642266,244.565063,0,0,0,0,0
4492,4492,"LA GUARDIA AIRPORT, NY US",5,7,7,21.6,3.4,16.1991748,16.70502795,44.83807174,26.9216669,5.370642266,244.565063,11,3.2751609,3.657263005,2.729050053,4.748726709
4493,4493,"LA GUARDIA AIRPORT, NY US",6,7,7,21.9,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,71,20.9652279,23.41117116,17.46057893,30.38889038
4494,4494,"LA GUARDIA AIRPORT, NY US",7,7,7,22.4,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,145,42.3548625,47.29626312,35.25215758,61.36996448
4495,4495,"LA GUARDIA AIRPORT, NY US",8,7,7,23.5,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,279,79.8252759,89.13822476,66.35978643,115.5815785
4496,4496,"LA GUARDIA AIRPORT, NY US",9,7,7,24.4,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,653,177.5714001,198.2880634,147.0927006,256.5742766
4497,4497,"LA GUARDIA AIRPORT, NY US",10,7,7,25.4,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,769,205.0846869,229.0112337,169.6786797,296.1187411
4498,4498,"LA GUARDIA AIRPORT, NY US",11,7,7,26.4,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,887,231.8425521,258.8908498,191.5720397,334.5032585
4499,4499,"LA GUARDIA AIRPORT, NY US",12,7,7,27.1,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,910,236.37432,263.951324,195.2628803,340.9866744
4500,4500,"LA GUARDIA AIRPORT, NY US",13,7,7,27.5,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,908,235.4936136,262.9678685,194.5364917,339.7173608
4501,4501,"LA GUARDIA AIRPORT, NY US",14,7,7,27.8,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,882,229.2457356,255.9910714,189.4263517,330.7566315
4502,4502,"LA GUARDIA AIRPORT, NY US",15,7,7,27.7,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,725,192.5190375,214.9795919,159.343502,278.0379509
4503,4503,"LA GUARDIA AIRPORT, NY US",16,7,7,27.5,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,600,162.099,181.01055,134.336625,234.280125
4504,4504,"LA GUARDIA AIRPORT, NY US",17,7,7,27,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,463,127.5836781,142.4684405,105.875586,184.541737
4505,4505,"LA GUARDIA AIRPORT, NY US",18,7,7,26.4,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,294,82.9646244,92.64383058,68.95810241,120.115407
4506,4506,"LA GUARDIA AIRPORT, NY US",19,7,7,25.8,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,110,31.82883,35.5421935,26.49895531,46.12614394
4507,4507,"LA GUARDIA AIRPORT, NY US",20,7,7,24.9,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,7,2.0581491,2.298266495,1.715022728,2.984212284
4508,4508,"LA GUARDIA AIRPORT, NY US",21,7,7,24.5,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
4509,4509,"LA GUARDIA AIRPORT, NY US",22,7,7,24.1,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
4510,4510,"LA GUARDIA AIRPORT, NY US",23,7,7,23.6,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
4511,4511,"LA GUARDIA AIRPORT, NY US",24,7,8,23,4.1,42.19719633,40.7576604,72.44872338,52.28748673,7.652127251,388.9054021,0,0,0,0,0
4512,4512,"LA GUARDIA AIRPORT, NY US",1,7,8,22.8,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
4513,4513,"LA GUARDIA AIRPORT, NY US",2,7,8,22.4,3.7,25.99306584,26.58601174,56.66018179,37.25828755,6.333785767,304.8257352,0,0,0,0,0
4514,4514,"LA GUARDIA AIRPORT, NY US",3,7,8,22.1,3.5,19.23958318,19.87906742,48.84790505,30.22607446,5.689709663,264.7432082,0,0,0,0,0
4515,4515,"LA GUARDIA AIRPORT, NY US",4,7,8,21.8,3.4,16.1991748,16.70502795,44.83807174,26.9216669,5.370642266,244.565063,0,0,0,0,0
4516,4516,"LA GUARDIA AIRPORT, NY US",5,7,8,21.6,3.4,16.1991748,16.70502795,44.83807174,26.9216669,5.370642266,244.565063,13,3.8697321,4.321200845,3.224426603,5.610753159
4517,4517,"LA GUARDIA AIRPORT, NY US",6,7,8,21.9,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,59,17.4466599,19.48210356,14.53167105,25.29027496
4518,4518,"LA GUARDIA AIRPORT, NY US",7,7,8,22.6,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,88,25.8604896,28.87754672,21.5343634,37.4812878
4519,4519,"LA GUARDIA AIRPORT, NY US",8,7,8,23.6,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,136,39.5779584,44.19538688,32.9433106,57.3488166
4520,4520,"LA GUARDIA AIRPORT, NY US",9,7,8,24.6,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,193,55.5538341,62.03511474,46.21768648,80.47406828
4521,4521,"LA GUARDIA AIRPORT, NY US",10,7,8,25.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,605,164.6885625,183.9022281,136.4821107,238.0222139
4522,4522,"LA GUARDIA AIRPORT, NY US",11,7,8,26.5,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,857,224.8033551,251.0304132,185.8144427,324.407374
4523,4523,"LA GUARDIA AIRPORT, NY US",12,7,8,27.2,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,938,242.6157636,270.920936,200.3568762,349.927038
4524,4524,"LA GUARDIA AIRPORT, NY US",13,7,8,27.7,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,935,241.3912875,269.5536044,199.3481213,348.1634635
4525,4525,"LA GUARDIA AIRPORT, NY US",14,7,8,27.9,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,848,221.3213856,247.1422139,182.9445944,319.3910592
4526,4526,"LA GUARDIA AIRPORT, NY US",15,7,8,27.9,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,749,198.0858579,221.1958747,163.9092243,286.0348212
4527,4527,"LA GUARDIA AIRPORT, NY US",16,7,8,27.7,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,620,166.92198,186.396211,138.3052213,241.2217028
4528,4528,"LA GUARDIA AIRPORT, NY US",17,7,8,27.2,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,476,130.8373584,146.1017169,108.5616949,189.233687
4529,4529,"LA GUARDIA AIRPORT, NY US",18,7,8,26.6,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,260,73.61952,82.208464,61.20954125,106.6049498
4530,4530,"LA GUARDIA AIRPORT, NY US",19,7,8,25.9,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,101,29.2447419,32.65662846,24.34948305,42.38324326
4531,4531,"LA GUARDIA AIRPORT, NY US",20,7,8,25.1,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,8,2.3500176,2.62418632,1.9582154,3.4073898
4532,4532,"LA GUARDIA AIRPORT, NY US",21,7,8,24.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
4533,4533,"LA GUARDIA AIRPORT, NY US",22,7,8,24.2,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
4534,4534,"LA GUARDIA AIRPORT, NY US",23,7,8,23.7,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
4535,4535,"LA GUARDIA AIRPORT, NY US",24,7,9,23.2,4.1,42.19719633,40.7576604,72.44872338,52.28748673,7.652127251,388.9054021,0,0,0,0,0
4536,4536,"LA GUARDIA AIRPORT, NY US",1,7,9,22.9,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
4537,4537,"LA GUARDIA AIRPORT, NY US",2,7,9,22.6,3.7,25.99306584,26.58601174,56.66018179,37.25828755,6.333785767,304.8257352,0,0,0,0,0
4538,4538,"LA GUARDIA AIRPORT, NY US",3,7,9,22.2,3.5,19.23958318,19.87906742,48.84790505,30.22607446,5.689709663,264.7432082,0,0,0,0,0
4539,4539,"LA GUARDIA AIRPORT, NY US",4,7,9,21.9,3.4,16.1991748,16.70502795,44.83807174,26.9216669,5.370642266,244.565063,0,0,0,0,0
4540,4540,"LA GUARDIA AIRPORT, NY US",5,7,9,21.8,3.4,16.1991748,16.70502795,44.83807174,26.9216669,5.370642266,244.565063,5,1.4885925,1.662261625,1.240441953,2.158406109
4541,4541,"LA GUARDIA AIRPORT, NY US",6,7,9,22.1,3.6,22.50370335,23.18107967,52.77584246,33.68057482,6.010685865,284.7621852,51,15.0833979,16.84312766,12.5641093,21.86541121
4542,4542,"LA GUARDIA AIRPORT, NY US",7,7,9,22.7,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,147,42.8771511,47.87948539,35.6861881,62.12604451
4543,4543,"LA GUARDIA AIRPORT, NY US",8,7,9,23.8,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,418,117.4087596,131.1064482,97.47862671,169.8721773
4544,4544,"LA GUARDIA AIRPORT, NY US",9,7,9,24.7,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,670,181.55928,202.741196,150.3693353,262.3090074
4545,4545,"LA GUARDIA AIRPORT, NY US",10,7,9,25.7,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,813,215.2780911,240.3938684,178.0289641,310.7515647
4546,4546,"LA GUARDIA AIRPORT, NY US",11,7,9,26.7,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,917,238.3964331,266.2093503,196.9214774,343.8916178
4547,4547,"LA GUARDIA AIRPORT, NY US",12,7,9,27.4,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,964,248.2353984,277.1961949,204.9374469,357.9706394
4548,4548,"LA GUARDIA AIRPORT, NY US",13,7,9,27.8,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,967,248.4535341,277.4397797,205.1072242,358.2746513
4549,4549,"LA GUARDIA AIRPORT, NY US",14,7,9,28.1,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,899,232.8123219,259.9737595,192.3357768,335.8639755
4550,4550,"LA GUARDIA AIRPORT, NY US",15,7,9,28.1,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,778,204.7814256,228.6725919,169.3971152,295.6494867
4551,4551,"LA GUARDIA AIRPORT, NY US",16,7,9,27.9,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,624,167.7652704,187.3378853,138.9976536,242.4339216
4552,4552,"LA GUARDIA AIRPORT, NY US",17,7,9,27.4,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,463,127.3669941,142.2264767,105.695016,184.2275452
4553,4553,"LA GUARDIA AIRPORT, NY US",18,7,9,26.8,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,290,81.74085,91.2772825,67.94313031,118.3458879
