,Unnamed: 0,name,time,month,day,hourly_temperature(nyc),hourly_wind_speed(nyc),AWT26_Power(nyc),AWP_200_Power(nyc),D2CF_200_Power(nyc),AN_Bonus_150/30_Power(nyc),Aria_20_Power(nyc),WWD-1_D64_Power(nyc),solar(nyc),Solar_AllMax(nyc),Solar_TrinaSolar(nyc),Solar_Mitsubishi(nyc),Solar_FirstSolar(nyc)
0,0,"LA GUARDIA AIRPORT, NY US",1,1,1,1.4,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,0,0,0,0,0
1,1,"LA GUARDIA AIRPORT, NY US",2,1,1,1.2,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,0,0,0,0,0
2,2,"LA GUARDIA AIRPORT, NY US",3,1,1,1.1,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
3,3,"LA GUARDIA AIRPORT, NY US",4,1,1,0.9,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
4,4,"LA GUARDIA AIRPORT, NY US",5,1,1,0.8,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
5,5,"LA GUARDIA AIRPORT, NY US",6,1,1,0.7,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,0,0,0,0,0
6,6,"LA GUARDIA AIRPORT, NY US",7,1,1,0.7,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,0,0,0,0,0
7,7,"LA GUARDIA AIRPORT, NY US",8,1,1,0.8,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,3,0.9670761,1.079901645,0.805878103,1.402241259
8,8,"LA GUARDIA AIRPORT, NY US",9,1,1,1.2,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,21,6.7464369,7.533521205,5.621117053,9.781398309
9,9,"LA GUARDIA AIRPORT, NY US",10,1,1,1.6,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,42,13.4422596,15.01052322,11.19822821,19.48753564
10,10,"LA GUARDIA AIRPORT, NY US",11,1,1,2.2,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,338,104.4292236,116.612633,86.78765371,151.1801055
11,11,"LA GUARDIA AIRPORT, NY US",12,1,1,2.8,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,440,134.0592,149.69944,111.314885,193.975287
12,12,"LA GUARDIA AIRPORT, NY US",13,1,1,3.2,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,434,132.1194084,147.5333394,109.7092569,191.1737097
13,13,"LA GUARDIA AIRPORT, NY US",14,1,1,3.6,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,282,87.2197236,97.39535802,72.51833921,126.2999586
14,14,"LA GUARDIA AIRPORT, NY US",15,1,1,3.7,6.2,167.4697686,102.5490986,174.2230708,118.0227895,15.11947082,916.7104506,96,30.3073344,33.84319008,25.2370176,43.9260912
15,15,"LA GUARDIA AIRPORT, NY US",16,1,1,3.5,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,124,39.0541224,43.61043668,32.51324485,56.59587075
16,16,"LA GUARDIA AIRPORT, NY US",17,1,1,3.1,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,11,3.5132559,3.923135755,2.927462553,5.093964459
17,17,"LA GUARDIA AIRPORT, NY US",18,1,1,2.8,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,0,0,0,0,0
18,18,"LA GUARDIA AIRPORT, NY US",19,1,1,2.7,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,0,0,0,0,0
19,19,"LA GUARDIA AIRPORT, NY US",20,1,1,2.4,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,0,0,0,0,0
20,20,"LA GUARDIA AIRPORT, NY US",21,1,1,2.2,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,0,0,0,0,0
21,21,"LA GUARDIA AIRPORT, NY US",22,1,1,1.9,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,0,0,0,0,0
22,22,"LA GUARDIA AIRPORT, NY US",23,1,1,1.7,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,0,0,0,0,0
23,23,"LA GUARDIA AIRPORT, NY US",24,1,2,0.9,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,0,0,0,0,0
24,24,"LA GUARDIA AIRPORT, NY US",1,1,2,1.3,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,0,0,0,0,0
25,25,"LA GUARDIA AIRPORT, NY US",2,1,2,1.1,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,0,0,0,0,0
26,26,"LA GUARDIA AIRPORT, NY US",3,1,2,0.9,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
27,27,"LA GUARDIA AIRPORT, NY US",4,1,2,0.8,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
28,28,"LA GUARDIA AIRPORT, NY US",5,1,2,0.7,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,0,0,0,0,0
29,29,"LA GUARDIA AIRPORT, NY US",6,1,2,0.6,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,0,0,0,0,0
30,30,"LA GUARDIA AIRPORT, NY US",7,1,2,0.6,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,0,0,0,0,0
31,31,"LA GUARDIA AIRPORT, NY US",8,1,2,0.7,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,10,3.2223,3.598235,2.685042813,4.672122938
32,32,"LA GUARDIA AIRPORT, NY US",9,1,2,1.1,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,105,33.4348875,37.33562438,27.83956383,48.45720698
33,33,"LA GUARDIA AIRPORT, NY US",10,1,2,1.6,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,200,62.9016,70.24012,52.335125,91.122495
34,34,"LA GUARDIA AIRPORT, NY US",11,1,2,2.2,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,275,85.5727125,95.55619563,71.1539082,123.9200609
35,35,"LA GUARDIA AIRPORT, NY US",12,1,2,2.7,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,326,100.6682784,112.4129109,83.67004141,145.7436321
36,36,"LA GUARDIA AIRPORT, NY US",13,1,2,3.2,6.2,167.4697686,102.5490986,174.2230708,118.0227895,15.11947082,916.7104506,339,104.3296569,116.5014502,86.7032788,151.0342982
37,37,"LA GUARDIA AIRPORT, NY US",14,1,2,3.5,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,305,94.1228475,105.1038464,78.24297008,136.2808577
38,38,"LA GUARDIA AIRPORT, NY US",15,1,2,3.6,6.2,167.4697686,102.5490986,174.2230708,118.0227895,15.11947082,916.7104506,169,52.9402809,59.11664701,44.05772593,76.70284013
39,39,"LA GUARDIA AIRPORT, NY US",16,1,2,3.5,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,71,22.4937159,25.11798276,18.73431893,32.60519798
40,40,"LA GUARDIA AIRPORT, NY US",17,1,2,3.1,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,11,3.5132559,3.923135755,2.927462553,5.093964459
41,41,"LA GUARDIA AIRPORT, NY US",18,1,2,2.8,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,0,0,0,0,0
42,42,"LA GUARDIA AIRPORT, NY US",19,1,2,2.6,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,0,0,0,0,0
43,43,"LA GUARDIA AIRPORT, NY US",20,1,2,2.3,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,0,0,0,0,0
44,44,"LA GUARDIA AIRPORT, NY US",21,1,2,2.1,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,0,0,0,0,0
45,45,"LA GUARDIA AIRPORT, NY US",22,1,2,1.8,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,0,0,0,0,0
46,46,"LA GUARDIA AIRPORT, NY US",23,1,2,1.6,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,0,0,0,0,0
47,47,"LA GUARDIA AIRPORT, NY US",24,1,3,0.9,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,0,0,0,0,0
48,48,"LA GUARDIA AIRPORT, NY US",1,1,3,1.2,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,0,0,0,0,0
49,49,"LA GUARDIA AIRPORT, NY US",2,1,3,1.1,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
50,50,"LA GUARDIA AIRPORT, NY US",3,1,3,0.9,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
51,51,"LA GUARDIA AIRPORT, NY US",4,1,3,0.8,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,0,0,0,0,0
52,52,"LA GUARDIA AIRPORT, NY US",5,1,3,0.7,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,0,0,0,0,0
53,53,"LA GUARDIA AIRPORT, NY US",6,1,3,0.6,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,0,0,0,0,0
54,54,"LA GUARDIA AIRPORT, NY US",7,1,3,0.6,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,0,0,0,0,0
55,55,"LA GUARDIA AIRPORT, NY US",8,1,3,0.7,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,1,0.3225459,0.360176255,0.268786178,0.467689434
56,56,"LA GUARDIA AIRPORT, NY US",9,1,3,1,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,21,6.7513509,7.539008505,5.625212053,9.788523609
57,57,"LA GUARDIA AIRPORT, NY US",10,1,3,1.6,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,96,30.5432064,34.10658048,25.4335776,44.2681056
58,58,"LA GUARDIA AIRPORT, NY US",11,1,3,2.1,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,211,66.1562859,73.87451926,55.0379963,95.83220221
59,59,"LA GUARDIA AIRPORT, NY US",12,1,3,2.6,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,229,71.5213029,79.8654549,59.49243455,103.5946815
60,60,"LA GUARDIA AIRPORT, NY US",13,1,3,3.1,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,216,67.4333424,75.30056568,56.0977866,97.6794066
61,61,"LA GUARDIA AIRPORT, NY US",14,1,3,3.4,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,137,43.1020221,48.13059134,35.87946473,62.45813003
62,62,"LA GUARDIA AIRPORT, NY US",15,1,3,3.6,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,58,18.3948276,20.54089082,15.32205321,26.66536624
63,63,"LA GUARDIA AIRPORT, NY US",16,1,3,3.4,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,26,8.2812444,9.24738958,6.899636412,12.00637084
64,64,"LA GUARDIA AIRPORT, NY US",17,1,3,3.1,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,4,1.2785304,1.42769228,1.06540885,1.85383515
65,65,"LA GUARDIA AIRPORT, NY US",18,1,3,2.8,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,0,0,0,0,0
66,66,"LA GUARDIA AIRPORT, NY US",19,1,3,2.6,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,0,0,0,0,0
67,67,"LA GUARDIA AIRPORT, NY US",20,1,3,2.3,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,0,0,0,0,0
68,68,"LA GUARDIA AIRPORT, NY US",21,1,3,2.1,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,0,0,0,0,0
69,69,"LA GUARDIA AIRPORT, NY US",22,1,3,1.8,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,0,0,0,0,0
70,70,"LA GUARDIA AIRPORT, NY US",23,1,3,1.6,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,0,0,0,0,0
71,71,"LA GUARDIA AIRPORT, NY US",24,1,4,0.9,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,0,0,0,0,0
72,72,"LA GUARDIA AIRPORT, NY US",1,1,4,1.2,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,0,0,0,0,0
73,73,"LA GUARDIA AIRPORT, NY US",2,1,4,1,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
74,74,"LA GUARDIA AIRPORT, NY US",3,1,4,0.8,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,0,0,0,0,0
75,75,"LA GUARDIA AIRPORT, NY US",4,1,4,0.7,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,0,0,0,0,0
76,76,"LA GUARDIA AIRPORT, NY US",5,1,4,0.6,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,0,0,0,0,0
77,77,"LA GUARDIA AIRPORT, NY US",6,1,4,0.6,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,0,0,0,0,0
78,78,"LA GUARDIA AIRPORT, NY US",7,1,4,0.5,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,0,0,0,0,0
79,79,"LA GUARDIA AIRPORT, NY US",8,1,4,0.6,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,13,4.1891421,4.677875345,3.490601603,6.073897659
80,80,"LA GUARDIA AIRPORT, NY US",9,1,4,1,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,121,38.4759309,42.96478951,32.03294143,55.75905173
81,81,"LA GUARDIA AIRPORT, NY US",10,1,4,1.5,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,216,67.8376944,75.75209208,56.4347466,98.265717
82,82,"LA GUARDIA AIRPORT, NY US",11,1,4,2.1,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,294,91.3233384,101.9777279,75.92369741,132.2355423
83,83,"LA GUARDIA AIRPORT, NY US",12,1,4,2.6,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,327,101.0038581,112.7876415,83.94833823,146.2288379
84,84,"LA GUARDIA AIRPORT, NY US",13,1,4,3.1,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,325,100.2187875,111.9109794,83.29681445,145.0932509
85,85,"LA GUARDIA AIRPORT, NY US",14,1,4,3.4,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,247,76.7558181,85.71066355,63.83677873,111.166559
86,86,"LA GUARDIA AIRPORT, NY US",15,1,4,3.5,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,148,46.4883096,51.91194572,38.69487565,67.36159875
87,87,"LA GUARDIA AIRPORT, NY US",16,1,4,3.4,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,71,22.5020229,25.1272589,18.74124143,32.61724313
88,88,"LA GUARDIA AIRPORT, NY US",17,1,4,3,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,8,2.5568736,2.85517552,2.1305954,3.707331
89,89,"LA GUARDIA AIRPORT, NY US",18,1,4,2.7,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,0,0,0,0,0
90,90,"LA GUARDIA AIRPORT, NY US",19,1,4,2.5,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,0,0,0,0,0
91,91,"LA GUARDIA AIRPORT, NY US",20,1,4,2.2,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,0,0,0,0,0
92,92,"LA GUARDIA AIRPORT, NY US",21,1,4,2,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,0,0,0,0,0
93,93,"LA GUARDIA AIRPORT, NY US",22,1,4,1.7,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,0,0,0,0,0
94,94,"LA GUARDIA AIRPORT, NY US",23,1,4,1.5,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,0,0,0,0,0
95,95,"LA GUARDIA AIRPORT, NY US",24,1,5,0.8,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,0,0,0,0,0
96,96,"LA GUARDIA AIRPORT, NY US",1,1,5,1.1,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,0,0,0,0,0
97,97,"LA GUARDIA AIRPORT, NY US",2,1,5,0.9,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,0,0,0,0,0
98,98,"LA GUARDIA AIRPORT, NY US",3,1,5,0.8,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
99,99,"LA GUARDIA AIRPORT, NY US",4,1,5,0.6,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
100,100,"LA GUARDIA AIRPORT, NY US",5,1,5,0.5,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
101,101,"LA GUARDIA AIRPORT, NY US",6,1,5,0.4,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
102,102,"LA GUARDIA AIRPORT, NY US",7,1,5,0.4,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
103,103,"LA GUARDIA AIRPORT, NY US",8,1,5,0.4,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,2,0.6457236,0.72105802,0.538094713,0.936290738
104,104,"LA GUARDIA AIRPORT, NY US",9,1,5,0.8,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,21,6.7562649,7.544495805,5.629307053,9.795648909
105,105,"LA GUARDIA AIRPORT, NY US",10,1,5,1.3,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,17,5.4617991,6.099008995,4.550900478,7.918995834
106,106,"LA GUARDIA AIRPORT, NY US",11,1,5,1.9,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,24,7.6880304,8.58496728,6.4054986,11.1464226
107,107,"LA GUARDIA AIRPORT, NY US",12,1,5,2.4,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,20,6.3978,7.14421,5.33067125,9.27596175
108,108,"LA GUARDIA AIRPORT, NY US",13,1,5,2.9,6.2,167.4697686,102.5490986,174.2230708,118.0227895,15.11947082,916.7104506,22,7.0231656,7.84253492,5.851635213,10.18256374
109,109,"LA GUARDIA AIRPORT, NY US",14,1,5,3.2,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,26,8.2873284,9.25418338,6.904706412,12.01519264
110,110,"LA GUARDIA AIRPORT, NY US",15,1,5,3.4,6.2,167.4697686,102.5490986,174.2230708,118.0227895,15.11947082,916.7104506,50,15.88335,17.7364075,13.23094531,23.02555594
111,111,"LA GUARDIA AIRPORT, NY US",16,1,5,3.2,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,23,7.3335201,8.189097445,6.110170728,10.63248233
112,112,"LA GUARDIA AIRPORT, NY US",17,1,5,2.8,6,154.7628541,97.61463072,165.6586178,113.2488463,14.43505769,877.2603303,4,1.2799344,1.42926008,1.06657885,1.85587095
113,113,"LA GUARDIA AIRPORT, NY US",18,1,5,2.6,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,0,0,0,0,0
114,114,"LA GUARDIA AIRPORT, NY US",19,1,5,2.3,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,0,0,0,0,0
115,115,"LA GUARDIA AIRPORT, NY US",20,1,5,2.1,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,0,0,0,0,0
116,116,"LA GUARDIA AIRPORT, NY US",21,1,5,1.8,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,0,0,0,0,0
117,117,"LA GUARDIA AIRPORT, NY US",22,1,5,1.6,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,0,0,0,0,0
118,118,"LA GUARDIA AIRPORT, NY US",23,1,5,1.3,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,0,0,0,0,0
119,119,"LA GUARDIA AIRPORT, NY US",24,1,6,0.6,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,0,0,0,0,0
120,120,"LA GUARDIA AIRPORT, NY US",1,1,6,0.9,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,0,0,0,0,0
121,121,"LA GUARDIA AIRPORT, NY US",2,1,6,0.8,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,0,0,0,0,0
122,122,"LA GUARDIA AIRPORT, NY US",3,1,6,0.7,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
123,123,"LA GUARDIA AIRPORT, NY US",4,1,6,0.5,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
124,124,"LA GUARDIA AIRPORT, NY US",5,1,6,0.4,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
125,125,"LA GUARDIA AIRPORT, NY US",6,1,6,0.3,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
126,126,"LA GUARDIA AIRPORT, NY US",7,1,6,0.3,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
127,127,"LA GUARDIA AIRPORT, NY US",8,1,6,0.3,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,2,0.6459576,0.72131932,0.538289713,0.936630038
128,128,"LA GUARDIA AIRPORT, NY US",9,1,6,0.7,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,15,4.8308175,5.394412875,4.025215078,7.004208234
129,129,"LA GUARDIA AIRPORT, NY US",10,1,6,1.2,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,31,9.9481449,11.10876181,8.288129678,14.42277218
130,130,"LA GUARDIA AIRPORT, NY US",11,1,6,1.8,6.2,167.4697686,102.5490986,174.2230708,118.0227895,15.11947082,916.7104506,131,41.4871629,46.32733191,34.5370803,60.11999416
131,131,"LA GUARDIA AIRPORT, NY US",12,1,6,2.3,6.2,167.4697686,102.5490986,174.2230708,118.0227895,15.11947082,916.7104506,214,67.0242864,74.84378648,55.75868841,97.08809914
132,132,"LA GUARDIA AIRPORT, NY US",13,1,6,2.8,6.2,167.4697686,102.5490986,174.2230708,118.0227895,15.11947082,916.7104506,341,105.0808209,117.34025,87.32643105,152.1206019
133,133,"LA GUARDIA AIRPORT, NY US",14,1,6,3.2,6.2,167.4697686,102.5490986,174.2230708,118.0227895,15.11947082,916.7104506,230,71.66409,80.0249005,59.61047281,103.8007494
134,134,"LA GUARDIA AIRPORT, NY US",15,1,6,3.3,6.2,167.4697686,102.5490986,174.2230708,118.0227895,15.11947082,916.7104506,79,25.0245219,27.94404946,20.84083768,36.27232193
135,135,"LA GUARDIA AIRPORT, NY US",16,1,6,3.2,6.2,167.4697686,102.5490986,174.2230708,118.0227895,15.11947082,916.7104506,32,10.1930496,11.38223872,8.4920864,14.7777504
136,136,"LA GUARDIA AIRPORT, NY US",17,1,6,2.8,6.1,161.158626,100.0784292,170.0610083,115.6649843,14.78071815,897.7394298,7,2.2391481,2.500382045,1.865855228,3.246660834
137,137,"LA GUARDIA AIRPORT, NY US",18,1,6,2.4,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,0,0,0,0,0
138,138,"LA GUARDIA AIRPORT, NY US",19,1,6,2.2,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,0,0,0,0,0
139,139,"LA GUARDIA AIRPORT, NY US",20,1,6,1.9,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,0,0,0,0,0
140,140,"LA GUARDIA AIRPORT, NY US",21,1,6,1.7,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,0,0,0,0,0
141,141,"LA GUARDIA AIRPORT, NY US",22,1,6,1.4,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,0,0,0,0,0
142,142,"LA GUARDIA AIRPORT, NY US",23,1,6,1.2,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,0,0,0,0,0
143,143,"LA GUARDIA AIRPORT, NY US",24,1,7,0.4,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,0,0,0,0,0
144,144,"LA GUARDIA AIRPORT, NY US",1,1,7,0.8,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,0,0,0,0,0
145,145,"LA GUARDIA AIRPORT, NY US",2,1,7,0.6,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
146,146,"LA GUARDIA AIRPORT, NY US",3,1,7,0.5,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
147,147,"LA GUARDIA AIRPORT, NY US",4,1,7,0.3,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
148,148,"LA GUARDIA AIRPORT, NY US",5,1,7,0.2,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
149,149,"LA GUARDIA AIRPORT, NY US",6,1,7,0.2,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
150,150,"LA GUARDIA AIRPORT, NY US",7,1,7,0.1,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,0,0,0,0,0
151,151,"LA GUARDIA AIRPORT, NY US",8,1,7,0.2,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,17,5.4836781,6.123440545,4.569132978,7.950720384
152,152,"LA GUARDIA AIRPORT, NY US",9,1,7,0.6,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,130,41.35755,46.1825975,34.42961031,59.93260894
153,153,"LA GUARDIA AIRPORT, NY US",10,1,7,1.1,5.9,148.3021124,95.14606167,161.0397255,110.7701392,14.08349261,855.3679528,176,55.6046304,62.09183728,46.2730136,80.5610256
